BHID;X;Y;Z;Rec.Massica_F14;Alumina_F14;Alumina_F14acc
394;1584.8;9755.71;87.76;35.87;57.13;2049.2531
395;1386.89;9753.15;89.75;75.65;54.09;4091.9085
395;1386.89;9753.15;89.44;73.29;55.28;4051.4712
395;1386.89;9753.15;89.03;71.49;54.81;3918.3669
395;1386.89;9753.15;88.53;67.84;57.79;3920.4736
395;1386.89;9753.15;88.03;55.8;57.74;3221.892
395;1386.89;9753.15;87.53;66.2;58.56;3876.672
395;1386.89;9753.15;87.03;64.72;56.56;3660.5632
395;1386.89;9753.15;86.42;55.5;57.35;3182.925
395;1386.89;9753.15;85.91;51.31;57.58;2954.4298
397;991.96;9751.83;89.75;51.86;56.36;2922.8296
397;991.96;9751.83;89.34;47.87;57.82;2767.8434
397;991.96;9751.83;88.9;38.55;57.66;2222.793
398;784.35;9753.57;89.75;76.91;59.75;4595.3725
398;784.35;9753.57;89.34;63.17;59.02;3728.2934
398;784.35;9753.57;88.84;64.59;59.21;3824.3739
398;784.35;9753.57;88.38;56.22;59.35;3336.657
398;784.35;9753.57;87.95;60.34;59.94;3616.7796
398;784.35;9753.57;87.58;50.76;59.15;3002.454
399;559.15;9749.2;89.75;78.69;56.72;4463.2968
399;559.15;9749.2;89.34;74.07;59.63;4416.7941
399;559.15;9749.2;88.84;75.98;60.78;4618.0644
399;559.15;9749.2;88.34;66.53;59.81;3979.1593
399;559.15;9749.2;87.84;66.48;58.48;3887.7504
399;559.15;9749.2;87.35;59.38;58.57;3477.8866
400;381.69;9752.04;89.75;50.88;57.04;2902.1952
400;381.69;9752.04;89.34;61.72;58.13;3587.7836
400;381.69;9752.04;88.84;61.01;57.97;3536.7497
400;381.69;9752.04;88.34;60.11;58.79;3533.8669
400;381.69;9752.04;87.84;67.9;59.28;4025.112
400;381.69;9752.04;87.34;74.19;57.44;4261.4736
400;381.69;9752.04;86.84;61.98;58.48;3624.5904
400;381.69;9752.04;86.34;54.39;51.38;2794.5582
400;381.69;9752.04;85.84;62.87;58.05;3649.6035
400;381.69;9752.04;85.25;67.34;58.57;3944.1038
401;374.39;9549.51;89.75;64.5;59.56;3841.62
401;374.39;9549.51;89.34;66.14;59.62;3943.2668
401;374.39;9549.51;88.84;61.47;59.16;3636.5652
402;593.26;9551.25;89.75;64.37;50.15;3228.1555
402;593.26;9551.25;89.44;74.12;59.28;4393.8336
402;593.26;9551.25;89.03;78.9;60.74;4792.386
402;593.26;9551.25;88.53;60.7;59.23;3595.261
402;593.26;9551.25;88.03;58.22;57.38;3340.6636
402;593.26;9551.25;87.53;58.79;58.14;3418.0506
402;593.26;9551.25;87.03;35.14;54.79;1925.3206
403;786.7;9555.4;89.75;35.41;54.03;1913.2023
403;786.7;9555.4;89.34;25.39;55.13;1399.7507
403;786.7;9555.4;88.84;39.13;55.64;2177.1932
403;786.7;9555.4;88.34;51.93;56.12;2914.3116
403;786.7;9555.4;87.84;46.33;57.23;2651.4659
403;786.7;9555.4;87.41;47.47;57.2;2715.284
404;990.65;9560.34;89.75;46.35;55.79;2585.8665
404;990.65;9560.34;89.34;44.19;50.68;2239.5492
404;990.65;9560.34;88.84;36.72;55.32;2031.3504
404;990.65;9560.34;88.25;38.76;55.45;2149.242
404;990.65;9560.34;87.76;44.3;57.53;2548.579
412;2584.05;9549.58;89.75;79.6;55.31;4402.676
412;2584.05;9549.58;89.25;62.98;55.44;3491.6112
412;2584.05;9549.58;88.76;59.31;55.77;3307.7187
413;2699.36;9548.63;89.75;79.2;52.55;4161.96
413;2699.36;9548.63;89.34;62.16;55.64;3458.5824
413;2699.36;9548.63;88.84;62.43;56.54;3529.7922
413;2699.36;9548.63;88.34;47.5;52.88;2511.8
414;2972.25;9570.16;89.75;73.53;50.32;3700.0296
414;2972.25;9570.16;89.25;74.09;58.54;4337.2286
414;2972.25;9570.16;88.75;69.46;56.99;3958.5254
414;2972.25;9570.16;88.25;55.35;56.9;3149.415
414;2972.25;9570.16;87.75;53.66;56.09;3009.7894
414;2972.25;9570.16;87.25;51.71;57.5;2973.325
415;3187.34;9585.44;89.75;52.7;54.8;2887.96
415;3187.34;9585.44;89.44;60.21;55.98;3370.5558
415;3187.34;9585.44;89.03;57.67;55.47;3198.9549
415;3187.34;9585.44;88.53;57.1;56.34;3217.014
415;3187.34;9585.44;88.03;61.01;55.81;3404.9681
415;3187.34;9585.44;87.52;55.99;55.66;3116.4034
415;3187.34;9585.44;87.09;47;56.55;2657.85
418;3775.11;9577.91;89.75;54.28;55.41;3007.6548
418;3775.11;9577.91;89.28;36.01;53.88;1940.2188
419;3988.25;9554.61;89.75;61.48;58.58;3601.4984
419;3988.25;9554.61;89.25;60.27;58.93;3551.7111
419;3988.25;9554.61;88.75;52.46;57.75;3029.565
419;3988.25;9554.61;88.25;41.52;57.4;2383.248
419;3988.25;9554.61;87.75;53.3;56.36;3003.988
419;3988.25;9554.61;87.25;61.73;55.23;3409.3479
419;3988.25;9554.61;86.81;59.88;57.28;3429.9264
420;4181.98;9542.69;89.75;57.66;58.46;3370.8036
420;4181.98;9542.69;89.25;56.71;58.13;3296.5523
420;4181.98;9542.69;88.75;60.02;58.29;3498.5658
420;4181.98;9542.69;88.25;49.61;57.9;2872.419
420;4181.98;9542.69;87.75;50.36;57.96;2918.8656
420;4181.98;9542.69;87.25;51.53;57.05;2939.7865
420;4181.98;9542.69;86.75;48.24;57.57;2777.1768
421;4384.1;9542.56;89.75;74.52;56.24;4191.0048
421;4384.1;9542.56;89.34;73.38;57.39;4211.2782
421;4384.1;9542.56;88.84;74.08;58.23;4313.6784
421;4384.1;9542.56;88.34;56.49;56.15;3171.9135
421;4384.1;9542.56;87.84;58.02;57.98;3363.9996
421;4384.1;9542.56;87.34;50.34;58.84;2962.0056
421;4384.1;9542.56;86.84;53.59;59.16;3170.3844
421;4384.1;9542.56;86.34;47.06;58.43;2749.7158
421;4384.1;9542.56;85.88;26.45;57.56;1522.462
421;4384.1;9542.56;85.44;59.18;57.89;3425.9302
422;4581.75;9558.56;89.75;74.43;55.54;4133.8422
422;4581.75;9558.56;89.34;72.76;56.89;4139.3164
422;4581.75;9558.56;88.84;78.23;59.78;4676.5894
422;4581.75;9558.56;88.34;56.99;57.23;3261.5377
422;4581.75;9558.56;87.84;60.25;58.33;3514.3825
422;4581.75;9558.56;87.34;63.32;59.14;3744.7448
422;4581.75;9558.56;86.84;60.57;59.2;3585.744
422;4581.75;9558.56;86.34;54.97;57.65;3169.0205
422;4581.75;9558.56;85.84;62.68;56.77;3558.3436
422;4581.75;9558.56;85.34;59.46;55.6;3305.976
422;4581.75;9558.56;84.84;51.19;56.25;2879.4375
422;4581.75;9558.56;84.39;72.81;58.85;4284.8685
423;4569.03;9349.08;89.75;60.23;53.33;3212.0659
423;4569.03;9349.08;89.34;61.52;56.69;3487.5688
423;4569.03;9349.08;88.84;57.62;59.62;3435.3044
423;4569.03;9349.08;88.41;57.48;59.18;3401.6664
423;4569.03;9349.08;88.05;48.1;58.67;2822.027
424;4372.13;9349.11;89.75;75.57;50.75;3835.1775
424;4372.13;9349.11;89.34;79.38;53.83;4273.0254
424;4372.13;9349.11;88.84;58.35;57.74;3369.129
424;4372.13;9349.11;88.34;56.4;56.99;3214.236
424;4372.13;9349.11;87.84;63.85;58.63;3743.5255
424;4372.13;9349.11;87.34;54.9;57.59;3161.691
424;4372.13;9349.11;86.84;57.82;57.64;3332.7448
424;4372.13;9349.11;86.34;71.25;57.46;4094.025
424;4372.13;9349.11;85.84;47.74;57.24;2732.6376
424;4372.13;9349.11;85.34;35.51;54.08;1920.3808
424;4372.13;9349.11;84.86;45.58;50.69;2310.4502
424;4372.13;9349.11;84.46;62.37;56.24;3507.6888
425;4170.88;9359.84;89.75;73.72;39.23;2892.0356
425;4170.88;9359.84;89.34;60.79;53.29;3239.4991
425;4170.88;9359.84;88.84;68.89;55.08;3794.4612
425;4170.88;9359.84;88.34;63.46;58.12;3688.2952
425;4170.88;9359.84;87.84;68.74;59.2;4069.408
425;4170.88;9359.84;87.34;54.65;58.3;3186.095
425;4170.88;9359.84;86.84;55.67;57.71;3212.7157
425;4170.88;9359.84;86.34;53.33;58.41;3115.0053
425;4170.88;9359.84;85.84;48.08;53.99;2595.8392
425;4170.88;9359.84;85.39;64.69;51.96;3361.2924
425;4170.88;9359.84;85;52.92;56.71;3001.0932
426;3986.41;9355.96;89.75;59.91;57.24;3429.2484
426;3986.41;9355.96;89.34;58.57;57.54;3370.1178
426;3986.41;9355.96;88.84;58.11;57.79;3358.1769
426;3986.41;9355.96;88.34;49.3;57.94;2856.442
426;3986.41;9355.96;87.84;48.51;56.55;2743.2405
426;3986.41;9355.96;87.34;45.91;56.14;2577.3874
426;3986.41;9355.96;86.84;36.95;56.91;2102.8245
426;3986.41;9355.96;86.38;51.05;53.11;2711.2655
426;3986.41;9355.96;86.01;38;56.91;2162.58
428;3584.98;9354.35;89.75;59.19;57.97;3431.2443
428;3584.98;9354.35;89.25;48.66;58.48;2845.6368
428;3584.98;9354.35;88.75;49;58.38;2860.62
428;3584.98;9354.35;88.14;33.44;57.14;1910.7616
428;3584.98;9354.35;87.63;27.38;57.01;1560.9338
429;3382.64;9349.99;89.75;55.72;53.63;2988.2636
429;3382.64;9349.99;89.34;37.35;53.38;1993.743
430;3205.78;9355.98;89.75;35.13;58.9;2069.157
431;2969.96;9353.08;89.75;59.12;53.84;3183.0208
431;2969.96;9353.08;89.34;61.62;52.39;3228.2718
432;2770.92;9352.43;89.75;59.99;54.17;3249.6583
444;4972.66;12745.74;89.75;72.78;59.69;4344.2382
444;4972.66;12745.74;89.25;72.45;59.79;4331.7855
444;4972.66;12745.74;88.75;75.03;59.73;4481.5419
444;4972.66;12745.74;88.25;66.41;56.71;3766.1111
444;4972.66;12745.74;87.75;68.12;55.38;3772.4856
444;4972.66;12745.74;87.25;60.7;55.17;3348.819
444;4972.66;12745.74;86.75;66.53;57.12;3800.1936
444;4972.66;12745.74;86.28;68.57;48.04;3294.1028
444;4972.66;12745.74;85.9;45.25;54.57;2469.2925
445;5176.85;12754.43;89.75;50.48;53.1;2680.488
445;5176.85;12754.43;89.38;47.97;55.42;2658.4974
446;1033.17;9138.57;89.75;71.16;52.5;3735.9
446;1033.17;9138.57;89.34;57.98;56.92;3300.2216
446;1033.17;9138.57;88.84;52.81;56.12;2963.6972
446;1033.17;9138.57;88.25;43.61;57.25;2496.6725
447;1160.18;9141.12;89.75;75.71;51.71;3914.9641
447;1160.18;9141.12;89.34;64.3;54.93;3531.999
447;1160.18;9141.12;88.84;65.06;57.65;3750.709
447;1160.18;9141.12;88.34;51.31;58.37;2994.9647
447;1160.18;9141.12;87.88;53.33;57.17;3048.8761
447;1160.18;9141.12;87.5;44.37;58.15;2580.1155
448;1345.33;9129.46;89.75;79.59;56.88;4527.0792
448;1345.33;9129.46;89.34;79.1;59.66;4719.106
448;1345.33;9129.46;88.84;74.24;59.79;4438.8096
448;1345.33;9129.46;88.34;74.74;59.82;4470.9468
448;1345.33;9129.46;87.84;61.81;59.73;3691.9113
448;1345.33;9129.46;87.34;56.69;58.1;3293.689
448;1345.33;9129.46;86.84;53.35;59.19;3157.7865
448;1345.33;9129.46;86.39;48.21;59.38;2862.7098
448;1345.33;9129.46;85.94;47.72;58.43;2788.2796
449;1567.53;9113.5;89.75;63.32;59.82;3787.8024
449;1567.53;9113.5;89.34;69.61;59.41;4135.5301
449;1567.53;9113.5;88.84;65.22;59.85;3903.417
449;1567.53;9113.5;88.34;63;57.14;3599.82
449;1567.53;9113.5;87.84;60.06;57.71;3466.0626
449;1567.53;9113.5;87.34;50.53;57.36;2898.4008
449;1567.53;9113.5;86.84;59.35;55.94;3320.039
449;1567.53;9113.5;86.3;50.2;55.77;2799.654
449;1567.53;9113.5;85.86;49.03;55.76;2733.9128
450;1753.33;9095.52;89.75;76.64;58.54;4486.5056
450;1753.33;9095.52;89.34;75.44;58.02;4377.0288
450;1753.33;9095.52;88.84;68.71;59.21;4068.3191
450;1753.33;9095.52;88.34;58.5;59.02;3452.67
450;1753.33;9095.52;87.84;55.13;56.7;3125.871
450;1753.33;9095.52;87.25;57.69;57.56;3320.6364
450;1753.33;9095.52;86.76;51.85;57.25;2968.4125
451;1982.52;9102.18;89.75;58.25;54.17;3155.4025
451;1982.52;9102.18;89.25;50.93;54.11;2755.8223
458;3420.47;9150.02;89.75;76.33;56.48;4311.1184
458;3420.47;9150.02;89.34;76.96;57.74;4443.6704
458;3420.47;9150.02;88.9;72.29;59.85;4326.5565
458;3420.47;9150.02;88.51;62.04;56.98;3535.0392
458;3420.47;9150.02;88.16;47.35;56.17;2659.6495
458;3420.47;9150.02;87.85;56.44;57.6;3250.944
459;3580.61;9140.21;89.75;66.44;56.9;3780.436
459;3580.61;9140.21;89.25;66.32;53.39;3540.8248
461;3994;9145.67;89.75;75.34;56.81;4280.0654
461;3994;9145.67;89.34;72.43;58.2;4215.426
461;3994;9145.67;88.84;62.57;57.81;3617.1717
461;3994;9145.67;88.34;66.61;56.55;3766.7955
461;3994;9145.67;87.84;64.2;56.3;3614.46
461;3994;9145.67;87.34;56.84;54.41;3092.6644
462;4187.87;9140.97;89.75;77.35;57.5;4447.625
462;4187.87;9140.97;89.25;64.99;56.8;3691.432
462;4187.87;9140.97;88.75;69.32;58.39;4047.5948
462;4187.87;9140.97;88.25;70.21;58.86;4132.5606
462;4187.87;9140.97;87.75;68.21;58.68;4002.5628
462;4187.87;9140.97;87.25;53.23;58.03;3088.9369
462;4187.87;9140.97;86.63;52.43;54.89;2877.8827
463;4380.92;9141.59;89.75;70.54;47.06;3319.6124
463;4380.92;9141.59;89.25;62.68;54.54;3418.5672
463;4380.92;9141.59;88.75;66.34;58.76;3898.1384
463;4380.92;9141.59;88.25;49.87;55.67;2776.2629
463;4380.92;9141.59;87.75;57.65;59.45;3427.2925
463;4380.92;9141.59;87.25;53.91;56.51;3046.4541
463;4380.92;9141.59;86.75;64.98;58.88;3826.0224
463;4380.92;9141.59;86.25;53.15;58.47;3107.6805
463;4380.92;9141.59;85.75;64.98;57.54;3738.9492
463;4380.92;9141.59;85.25;62.35;57.6;3591.36
463;4380.92;9141.59;84.69;50.79;54.02;2743.6758
463;4380.92;9141.59;84.23;37.7;54.7;2062.19
464;4577.03;9142.71;89.75;69.12;53.63;3706.9056
464;4577.03;9142.71;89.34;72.19;56.69;4092.4511
464;4577.03;9142.71;88.84;64.21;59.75;3836.5475
464;4577.03;9142.71;88.34;68.32;59.88;4091.0016
464;4577.03;9142.71;87.84;63.74;59.38;3784.8812
464;4577.03;9142.71;87.41;64.51;59.72;3852.5372
464;4577.03;9142.71;87.03;43.59;58.68;2557.8612
465;4793.29;9154.28;89.75;81.24;54.05;4391.022
465;4793.29;9154.28;89.34;64.02;53.69;3437.2338
465;4793.29;9154.28;88.91;59.03;58.62;3460.3386
465;4793.29;9154.28;88.54;50.07;58.25;2916.5775
465;4793.29;9154.28;88.2;-999;-999;-999
466;4760;8959;89.75;75.55;51.46;3887.803
466;4760;8959;89.34;74.07;58.2;4310.874
466;4760;8959;88.84;57.14;60.48;3455.8272
466;4760;8959;88.34;51.61;58.3;3008.863
466;4760;8959;87.84;59.72;58.95;3520.494
466;4760;8959;87.3;50.24;58.81;2954.6144
466;4760;8959;86.86;47.04;58.29;2741.9616
468;4380.98;8953.93;89.75;72.44;47.99;3476.3956
468;4380.98;8953.93;89.34;58.49;52.99;3099.3851
468;4380.98;8953.93;88.84;58.13;56.14;3263.4182
468;4380.98;8953.93;88.34;63.61;53.84;3424.7624
468;4380.98;8953.93;87.84;61.83;52.06;3218.8698
468;4380.98;8953.93;87.34;75.44;56.69;4276.6936
468;4380.98;8953.93;86.84;69.52;59.64;4146.1728
468;4380.98;8953.93;86.2;46.86;56.96;2669.1456
469;4172.6;8960.72;89.75;84.2;49.3;4151.06
469;4172.6;8960.72;89.34;84.75;54.89;4651.9275
469;4172.6;8960.72;88.84;90.77;59.81;5428.9537
469;4172.6;8960.72;88.34;83.09;58.27;4841.6543
469;4172.6;8960.72;87.84;74.37;58.72;4367.0064
469;4172.6;8960.72;87.34;63.96;58.51;3742.2996
469;4172.6;8960.72;86.84;57.42;57.74;3315.4308
469;4172.6;8960.72;86.34;58.38;59.31;3462.5178
469;4172.6;8960.72;85.84;64.48;59.36;3827.5328
470;3974.17;8959.19;89.75;86.82;55.6;4827.192
470;3974.17;8959.19;89.34;88.77;58.82;5221.4514
470;3974.17;8959.19;88.84;67.91;59.31;4027.7421
470;3974.17;8959.19;88.34;60.49;57.55;3481.1995
470;3974.17;8959.19;87.84;67.12;58.85;3950.012
470;3974.17;8959.19;87.34;48.6;56.5;2745.9
470;3974.17;8959.19;86.84;70.88;59.63;4226.5744
470;3974.17;8959.19;86.38;51.88;55.43;2875.7084
470;3974.17;8959.19;86;44.85;56.24;2522.364
472;3587.32;8955.35;89.75;49.92;54.92;2741.6064
473;3369.09;8956.95;89.75;81.57;56.89;4640.5173
473;3369.09;8956.95;89.34;69.02;57.04;3936.9008
473;3369.09;8956.95;88.84;64.92;56.19;3647.8548
473;3369.09;8956.95;88.23;73.86;56.38;4164.2268
473;3369.09;8956.95;87.72;67.25;57.16;3844.01
474;3184.3;8950.62;89.75;67.61;52.13;3524.5093
474;3184.3;8950.62;89.25;56.23;52.8;2968.944
474;3184.3;8950.62;88.75;56.1;55.56;3116.916
474;3184.3;8950.62;88.25;57.21;55.36;3167.1456
474;3184.3;8950.62;87.75;55.45;54.53;3023.6885
474;3184.3;8950.62;87.29;55.96;54.98;3076.6808
474;3184.3;8950.62;86.88;45.38;57.09;2590.7442
474;3184.3;8950.62;86.52;49.04;56.9;2790.376
475;2986.01;8955.88;89.75;63.39;54.1;3429.399
480;2012.13;8952.58;89.75;54.92;58.57;3216.6644
480;2012.13;8952.58;89.33;61.73;56.62;3495.1526
480;2012.13;8952.58;88.92;61.79;33.46;2067.4934
480;2012.13;8952.58;88.45;49.99;56.68;2833.4332
480;2012.13;8952.58;88.07;40.62;54.66;2220.2892
480;2012.13;8952.58;87.62;39.43;57.9;2282.997
481;1798.22;8959.94;89.75;69.13;55.7;3850.541
481;1798.22;8959.94;89.34;71.9;57.57;4139.283
481;1798.22;8959.94;88.75;57.88;56.81;3288.1628
481;1798.22;8959.94;88.26;61.09;57.16;3491.9044
482;1601.87;8955.77;89.75;72.74;56.18;4086.5332
482;1601.87;8955.77;89.34;59.56;56.2;3347.272
482;1601.87;8955.77;88.84;64.44;57.03;3675.0132
482;1601.87;8955.77;88.34;57.02;56.73;3234.7446
482;1601.87;8955.77;87.84;54.33;55.51;3015.8583
482;1601.87;8955.77;87.34;51.46;56.97;2931.6762
482;1601.87;8955.77;86.84;62.62;56.44;3534.2728
482;1601.87;8955.77;86.4;49.9;57.99;2893.701
482;1601.87;8955.77;86.01;46.89;56.01;2626.3089
483;1414.88;8953.45;89.75;74.7;55.56;4150.332
483;1414.88;8953.45;89.34;71.05;59.76;4245.948
483;1414.88;8953.45;88.84;71.17;60.73;4322.1541
483;1414.88;8953.45;88.34;71.85;58.87;4229.8095
483;1414.88;8953.45;87.84;63.4;57.49;3644.866
483;1414.88;8953.45;87.34;56.27;58.29;3279.9783
483;1414.88;8953.45;86.84;55.54;57.35;3185.219
483;1414.88;8953.45;86.38;56;58.5;3276
483;1414.88;8953.45;85.95;41.38;54.22;2243.6236
483;1414.88;8953.45;85.58;38.63;54.46;2103.7898
484;1214.42;8948.93;89.75;81.19;56.05;4550.6995
484;1214.42;8948.93;89.34;81.27;54.69;4444.6563
484;1214.42;8948.93;88.84;77.15;57;4397.55
484;1214.42;8948.93;88.34;76.4;60.02;4585.528
484;1214.42;8948.93;87.84;68.38;60.25;4119.895
484;1214.42;8948.93;87.34;62.36;59.49;3709.7964
484;1214.42;8948.93;86.84;46.23;59.25;2739.1275
484;1214.42;8948.93;86.43;36.43;57.56;2096.9108
485;1013.98;8953.42;89.75;55.26;54.71;3023.2746
485;1013.98;8953.42;89.34;54.78;56.07;3071.5146
485;1013.98;8953.42;88.86;46.87;56.48;2647.2176
485;1013.98;8953.42;88.46;53.11;57.17;3036.2987
486;1297.46;8750.99;89.75;80.82;56.51;4567.1382
486;1297.46;8750.99;89.34;77.21;59.07;4560.7947
486;1297.46;8750.99;88.75;61.9;58.18;3601.342
486;1297.46;8750.99;88.26;60.43;58.41;3529.7163
487;1472.3;8731.47;89.75;72.85;55.4;4035.89
487;1472.3;8731.47;89.34;65.73;56.34;3703.2282
487;1472.3;8731.47;88.84;76.25;59.45;4533.0625
487;1472.3;8731.47;88.34;55.76;58.51;3262.5176
487;1472.3;8731.47;87.84;55.35;58.18;3220.263
488;1678.43;8729.12;89.75;81.92;54.3;4448.256
488;1678.43;8729.12;89.34;74.94;57.98;4345.0212
488;1678.43;8729.12;88.84;73.78;58.73;4333.0994
488;1678.43;8729.12;88.34;61.02;58.98;3598.9596
488;1678.43;8729.12;87.84;64.02;57.17;3660.0234
488;1678.43;8729.12;87.34;61.65;57.28;3531.312
488;1678.43;8729.12;86.9;64.82;56.79;3681.1278
488;1678.43;8729.12;86.51;64.41;57.63;3711.9483
488;1678.43;8729.12;86.16;43.98;57.3;2520.054
489;1884.36;8722.97;89.75;79.75;55.96;4462.81
489;1884.36;8722.97;89.34;67.7;59.01;3994.977
489;1884.36;8722.97;88.77;61.41;59.29;3640.9989
490;2077.63;8726.96;89.75;65.32;53.67;3505.7244
490;2077.63;8726.96;89.36;44.72;52.78;2360.3216
490;2077.63;8726.96;88.96;43.75;54.34;2377.375
490;2077.63;8726.96;88.51;30.97;54.08;1674.8576
490;2077.63;8726.96;87.93;54.4;57.91;3150.304
491;2273.35;8727.81;89.75;59.69;55.77;3328.9113
491;2273.35;8727.81;89.34;50.73;54.84;2782.0332
491;2273.35;8727.81;88.81;37.07;52.08;1930.6056
491;2273.35;8727.81;88.36;22.85;52.01;1188.4285
491;2273.35;8727.81;88.01;32.85;59.11;1941.7635
491;2273.35;8727.81;87.61;32.22;59.61;1920.6342
492;2483.4;8739.2;89.75;65.13;58.4;3803.592
492;2483.4;8739.2;89.23;34.58;54.98;1901.2084
492;2483.4;8739.2;88.7;45.46;54.93;2497.1178
493;2685.27;8744.31;89.75;65.07;52.7;3429.189
494;2853.5;8716.53;89.75;50.25;52.89;2657.7225
494;2853.5;8716.53;89.38;39.02;56.93;2221.4086
495;3066.51;8745.9;89.75;76.77;49.97;3836.1969
495;3066.51;8745.9;89.34;72.9;51.32;3741.228
495;3066.51;8745.9;88.73;59.91;55.92;3350.1672
495;3066.51;8745.9;88.22;43.61;55.77;2432.1297
496;3261.07;8744.96;89.75;81.48;53.82;4385.2536
496;3261.07;8744.96;89.34;77.67;55.17;4285.0539
496;3261.07;8744.96;88.84;65.46;58.24;3812.3904
496;3261.07;8744.96;88.34;64.6;57.25;3698.35
496;3261.07;8744.96;87.88;52.87;58;3066.46
497;3463.81;8746.67;89.75;76.56;55.78;4270.5168
497;3463.81;8746.67;89.34;70.86;54.79;3882.4194
497;3463.81;8746.67;88.84;55.54;57.24;3179.1096
497;3463.81;8746.67;88.34;57.78;56.99;3292.8822
497;3463.81;8746.67;87.75;56.86;57.02;3242.1572
497;3463.81;8746.67;87.26;50.77;57.68;2928.4136
498;3669.89;8743.4;89.75;67.44;57.9;3904.776
498;3669.89;8743.4;89.25;61.61;59.06;3638.6866
498;3669.89;8743.4;88.75;69.89;56.57;3953.6773
498;3669.89;8743.4;88.25;67.74;56.27;3811.7298
500;4074.6;8736.06;89.75;77.07;48.67;3750.9969
500;4074.6;8736.06;89.25;78.45;55.96;4390.062
500;4074.6;8736.06;88.75;60.42;56.43;3409.5006
500;4074.6;8736.06;88.17;56.13;56.35;3162.9255
500;4074.6;8736.06;87.69;53.45;58.31;3116.6695
501;4267.85;8742.03;89.75;65.96;50.59;3336.9164
501;4267.85;8742.03;89.25;74.04;60.24;4460.1696
501;4267.85;8742.03;88.75;69.05;60.5;4177.525
501;4267.85;8742.03;88.25;74.74;60.17;4497.1058
501;4267.85;8742.03;87.75;57.43;58.71;3371.7153
501;4267.85;8742.03;87.3;75.01;56.55;4241.8155
501;4267.85;8742.03;86.89;68.11;57.32;3904.0652
501;4267.85;8742.03;86.53;42.99;57.02;2451.2898
508;4766.98;8558.71;89.75;55.64;55.69;3098.5916
508;4766.98;8558.71;89.25;58.84;57.34;3373.8856
508;4766.98;8558.71;88.75;64.68;57.35;3709.398
508;4766.98;8558.71;88.25;62.18;59.77;3716.4986
508;4766.98;8558.71;87.75;60.16;57.53;3461.0048
508;4766.98;8558.71;87.22;59.85;58.65;3510.2025
509;4611.82;8556.24;89.75;73.27;55.98;4101.6546
509;4611.82;8556.24;89.34;75.43;59.28;4471.4904
509;4611.82;8556.24;88.91;62.95;58.64;3691.388
509;4611.82;8556.24;88.58;60.11;57.42;3451.5162
509;4611.82;8556.24;88.27;49.87;58.81;2932.8547
509;4611.82;8556.24;87.77;59.73;58.59;3499.5807
509;4611.82;8556.24;87.28;35.2;54.95;1934.24
510;4376.31;8557.5;89.75;68.97;49.35;3403.6695
510;4376.31;8557.5;89.25;65.93;58.63;3865.4759
510;4376.31;8557.5;88.75;64.03;57.58;3686.8474
510;4376.31;8557.5;88.25;51.59;57.39;2960.7501
510;4376.31;8557.5;87.78;48.5;60.29;2924.065
511;4183.83;8556.34;89.75;72.37;55.49;4015.8113
511;4183.83;8556.34;89.25;75.45;59.26;4471.167
512;3988.74;8554.58;89.75;79.68;59.98;4779.2064
512;3988.74;8554.58;89.31;77.53;60.31;4675.8343
512;3988.74;8554.58;88.86;50.66;57.3;2902.818
513;3790.37;8555.31;89.75;76.43;59.4;4539.942
513;3790.37;8555.31;89.25;68.16;60.11;4097.0976
513;3790.37;8555.31;88.75;61.82;58.74;3631.3068
513;3790.37;8555.31;88.25;54.41;56.4;3068.724
513;3790.37;8555.31;87.84;53.62;57.15;3064.383
514;3589.44;8549.13;89.75;65.21;53.68;3500.4728
514;3589.44;8549.13;89.19;55.72;60.02;3344.3144
515;3382.4;8556;89.75;67.31;56.83;3825.2273
515;3382.4;8556;89.36;61.5;57.4;3530.1
515;3382.4;8556;88.96;44.74;55.3;2474.122
515;3382.4;8556;88.61;37.37;54.69;2043.7653
515;3382.4;8556;88.2;42.76;60.13;2571.1588
516;3178.34;8555.47;89.75;66.25;54.2;3590.75
517;2975.25;8555.97;89.75;39.1;48.83;1909.253
517;2975.25;8555.97;89.36;36.02;48.55;1748.771
518;2883.36;8555.56;89.75;44.25;54.11;2394.3675
518;2883.36;8555.56;89.2;39.01;56.74;2213.4274
519;2598.34;8555.66;89.75;56.48;45.58;2574.3584
519;2598.34;8555.66;89.25;46.16;55.39;2556.8024
520;2426.98;8557.03;89.75;48.85;48.24;2356.524
521;2208.56;8552.35;86.95;26.11;60.18;1571.2998
521;2208.56;8552.35;86.5;40.63;60.44;2455.6772
521;2208.56;8552.35;86.06;42.62;59.76;2546.9712
522;1996.91;8549.21;89.75;75.95;51.07;3878.7665
522;1996.91;8549.21;89.34;70.36;57.03;4012.6308
522;1996.91;8549.21;86.75;42.59;59.92;2551.9928
523;1797.96;8549.74;89.75;36.89;50.24;1853.3536
523;1797.96;8549.74;89.34;33.07;53.66;1774.5362
523;1797.96;8549.74;88.84;25.51;54.08;1379.5808
523;1797.96;8549.74;88.31;38.2;59.6;2276.72
523;1797.96;8549.74;87.86;34.08;57.55;1961.304
523;1797.96;8549.74;87.48;25.58;59.76;1528.6608
523;1797.96;8549.74;87.03;20.24;58.88;1191.7312
524;1583.58;8548.48;89.75;71.9;47.65;3426.035
524;1583.58;8548.48;89.34;73.58;53.16;3911.5128
524;1583.58;8548.48;88.84;57.72;54.97;3172.8684
