BHID;X;Y;Z;Rec.Massica_F14;Alumina_F14;Alumina_F14acc
131;3002.86;13153.43;86.84;82.95;58.97;4891.5615
131;3002.86;13153.43;86.34;57.53;57.9;3330.987
131;3002.86;13153.43;85.84;59.71;58.94;3519.3074
131;3002.86;13153.43;85.34;52.7;57.94;3053.438
131;3002.86;13153.43;84.84;54.55;57.12;3115.896
131;3002.86;13153.43;84.34;54.59;57.06;3114.9054
131;3002.86;13153.43;83.75;36.88;54.12;1995.9456
132;3155.66;13153.04;89.75;61.73;53.79;3320.4567
132;3155.66;13153.04;89.34;69.38;59.43;4123.2534
132;3155.66;13153.04;88.84;56.63;59.16;3350.2308
132;3155.66;13153.04;88.34;55.08;58.67;3231.5436
132;3155.66;13153.04;87.84;56.56;56.89;3217.6984
132;3155.66;13153.04;87.34;28.94;58.91;1704.8554
132;3155.66;13153.04;86.84;33.81;59.9;2025.219
132;3155.66;13153.04;86.34;40.63;58.88;2392.2944
132;3155.66;13153.04;85.84;43.53;57.17;2488.6101
132;3155.66;13153.04;85.34;65.48;57.05;3735.634
133;3353.31;13147.2;89.75;53.94;55.74;3006.6156
133;3353.31;13147.2;89.25;45.27;58.19;2634.2613
133;3353.31;13147.2;88.75;51;58.1;2963.1
133;3353.31;13147.2;88.25;41.51;57.54;2388.4854
133;3353.31;13147.2;87.75;43.45;57.08;2480.126
133;3353.31;13147.2;87.25;43.2;57.31;2475.792
133;3353.31;13147.2;86.75;41.28;57.01;2353.3728
133;3353.31;13147.2;86.31;57.51;55.96;3218.2596
133;3353.31;13147.2;85.97;40.63;55.78;2266.3414
133;3353.31;13147.2;85.66;44.26;56.8;2513.968
135;3765.16;13138.59;89.75;68.46;47.99;3285.3954
135;3765.16;13138.59;89.34;76.06;54.61;4153.6366
135;3765.16;13138.59;88.84;57.36;57.51;3298.7736
135;3765.16;13138.59;88.34;54.42;56.86;3094.3212
135;3765.16;13138.59;87.84;66.53;46.13;3069.0289
135;3765.16;13138.59;87.34;76.24;50.99;3887.4776
135;3765.16;13138.59;86.84;69.25;50.45;3493.6625
135;3765.16;13138.59;86.34;74.39;53.23;3959.7797
135;3765.16;13138.59;85.84;46.76;53.19;2487.1644
135;3765.16;13138.59;85.34;65.91;58.39;3848.4849
135;3765.16;13138.59;84.86;46.77;61.21;2862.7917
136;3968;13137.86;89.75;79.38;57.03;4527.0414
136;3968;13137.86;89.34;71.84;59.1;4245.744
136;3968;13137.86;88.84;55.37;59.27;3281.7799
136;3968;13137.86;88.34;56.18;58.26;3273.0468
136;3968;13137.86;87.84;65.29;60.15;3927.1935
136;3968;13137.86;87.34;62.77;59.77;3751.7629
136;3968;13137.86;86.84;48.41;54.39;2633.0199
136;3968;13137.86;86.3;47.4;55.37;2624.538
137;4169.3;13143.77;89.75;57.5;52.35;3010.125
137;4169.3;13143.77;89.34;60.07;57.49;3453.4243
137;4169.3;13143.77;88.84;75.13;58.74;4413.1362
137;4169.3;13143.77;88.34;61.09;58.33;3563.3797
137;4169.3;13143.77;87.84;66.76;59.88;3997.5888
137;4169.3;13143.77;87.34;74.79;59.26;4432.0554
137;4169.3;13143.77;86.84;61.82;56.99;3523.1218
137;4169.3;13143.77;86.33;58.38;55.73;3253.5174
137;4169.3;13143.77;85.9;54.66;56.51;3088.8366
138;4166.28;12957.12;89.75;72.87;53.12;3870.8544
138;4166.28;12957.12;89.25;63.65;57.75;3675.7875
138;4166.28;12957.12;88.75;57.81;57.25;3309.6225
138;4166.28;12957.12;88.25;58.4;59.15;3454.36
138;4166.28;12957.12;87.75;52.02;56.13;2919.8826
138;4166.28;12957.12;87.14;41.36;53.45;2210.692
138;4166.28;12957.12;86.63;51.27;55.09;2824.4643
139;3964.5;12956.16;89.75;70.02;56.75;3973.635
139;3964.5;12956.16;89.25;69.49;57.58;4001.2342
139;3964.5;12956.16;88.75;69.98;59.2;4142.816
139;3964.5;12956.16;88.25;76.34;60.15;4591.851
139;3964.5;12956.16;87.75;27.91;57.71;1610.6861
139;3964.5;12956.16;87.25;33.36;55.62;1855.4832
139;3964.5;12956.16;86.81;58.12;56.09;3259.9508
139;3964.5;12956.16;86.47;60.62;56.95;3452.309
140;3781.28;12952.07;89.75;53.22;54.7;2911.134
140;3781.28;12952.07;89.25;54.28;58.86;3194.9208
140;3781.28;12952.07;88.75;55.44;59.41;3293.6904
140;3781.28;12952.07;88.25;46.81;58.72;2748.6832
140;3781.28;12952.07;87.75;53.02;57.18;3031.6836
140;3781.28;12952.07;87.25;51.65;58.57;3025.1405
140;3781.28;12952.07;86.75;82.22;58.14;4780.2708
140;3781.28;12952.07;86.25;75.44;59.1;4458.504
140;3781.28;12952.07;85.75;49.86;58.58;2920.7988
140;3781.28;12952.07;85.25;51.75;57.06;2952.855
141;3560.59;12952.34;89.75;75.7;54.91;4156.687
141;3560.59;12952.34;89.34;62.47;58.29;3641.3763
141;3560.59;12952.34;88.84;68.04;59.45;4044.978
141;3560.59;12952.34;88.34;57.54;59.89;3446.0706
141;3560.59;12952.34;87.84;53.16;57.94;3080.0904
141;3560.59;12952.34;87.34;58.53;58.44;3420.4932
141;3560.59;12952.34;86.84;66.71;59.37;3960.5727
141;3560.59;12952.34;86.25;36.02;57.87;2084.4774
142;3375.6;12953.77;89.75;70.35;55.07;3874.1745
142;3375.6;12953.77;89.25;68.99;57.2;3946.228
142;3375.6;12953.77;88.67;55.37;56.38;3121.7606
143;3167.31;12959.49;89.75;68.11;46.94;3197.0834
143;3167.31;12959.49;89.25;55.97;55.8;3123.126
143;3167.31;12959.49;88.75;49.94;58.04;2898.5176
143;3167.31;12959.49;88.25;33.75;60.16;2030.4
143;3167.31;12959.49;87.75;34.04;57.01;1940.6204
144;2986.08;12960.63;89.75;94.04;48.3;4542.132
144;2986.08;12960.63;89.34;86.66;52.46;4546.1836
144;2986.08;12960.63;88.84;79.86;56.22;4489.7292
144;2986.08;12960.63;88.34;84.81;57.35;4863.8535
144;2986.08;12960.63;87.84;84.71;54.71;4634.4841
144;2986.08;12960.63;87.34;77.83;56.95;4432.4185
144;2986.08;12960.63;86.84;81.76;60.43;4940.7568
144;2986.08;12960.63;86.34;68.83;61.59;4239.2397
144;2986.08;12960.63;85.84;83.83;60.24;5049.9192
144;2986.08;12960.63;85.34;65.42;58.97;3857.8174
145;2768.78;12954;89.75;85.65;51.31;4394.7015
145;2768.78;12954;89.25;80.99;57.26;4637.4874
145;2768.78;12954;88.75;77.39;59.48;4603.1572
145;2768.78;12954;88.25;71.94;60.79;4373.2326
145;2768.78;12954;87.64;53.86;58.86;3170.1996
146;2551.43;12943.94;89.75;55.79;53.77;2999.8283
146;2551.43;12943.94;89.25;53.44;58.71;3137.4624
146;2551.43;12943.94;88.75;58.47;58.83;3439.7901
146;2551.43;12943.94;88.25;57.83;57.34;3315.9722
146;2551.43;12943.94;87.75;47.5;56.06;2662.85
146;2551.43;12943.94;87.25;48.48;57.84;2804.0832
146;2551.43;12943.94;86.69;42.42;58.74;2491.7508
147;2361.73;12943.65;89.75;77.62;55.53;4310.2386
147;2361.73;12943.65;89.34;85.84;59.28;5088.5952
147;2361.73;12943.65;88.84;79.37;59.38;4712.9906
147;2361.73;12943.65;88.34;76.25;56.39;4299.7375
147;2361.73;12943.65;87.84;74.35;55.6;4133.86
147;2361.73;12943.65;87.34;75.19;53.62;4031.6878
147;2361.73;12943.65;86.84;86.16;54.02;4654.3632
147;2361.73;12943.65;86.34;90.41;56.45;5103.6445
147;2361.73;12943.65;85.84;74.48;57.75;4301.22
147;2361.73;12943.65;85.34;78.09;58.66;4580.7594
147;2361.73;12943.65;84.84;73.49;58.28;4282.9972
147;2361.73;12943.65;84.34;70.51;57.68;4067.0168
148;2170.85;12948.44;89.75;95.97;51.19;4912.7043
148;2170.85;12948.44;89.34;75.65;54.28;4106.282
148;2170.85;12948.44;88.84;84.59;57.33;4849.5447
148;2170.85;12948.44;88.34;71.77;59.16;4245.9132
148;2170.85;12948.44;87.84;73.67;58.9;4339.163
148;2170.85;12948.44;87.33;50.06;58.93;2950.0358
149;1929.11;12954.55;89.75;73.92;55.73;4119.5616
149;1929.11;12954.55;89.34;83.45;54.75;4568.8875
149;1929.11;12954.55;88.84;86.07;54.28;4671.8796
149;1929.11;12954.55;88.34;86.63;56.51;4895.4613
149;1929.11;12954.55;87.84;77.09;58.32;4495.8888
149;1929.11;12954.55;87.34;54.16;56.34;3051.3744
149;1929.11;12954.55;86.84;52.18;55.1;2875.118
149;1929.11;12954.55;86.44;72.04;56.16;4045.7664
149;1929.11;12954.55;86.12;55.89;56.94;3182.3766
149;1929.11;12954.55;85.81;71.93;58.73;4224.4489
150;1809.48;12951.11;89.75;55.44;56.36;3124.5984
150;1809.48;12951.11;89.25;62.48;57.28;3578.8544
150;1809.48;12951.11;88.64;51.62;54.37;2806.5794
150;1809.48;12951.11;88.13;23.26;54.52;1268.1352
151;1961.3;12756.69;89.75;72.24;56.24;4062.7776
151;1961.3;12756.69;89.34;76.42;58.71;4486.6182
151;1961.3;12756.69;88.84;72.69;59.01;4289.4369
151;1961.3;12756.69;88.34;75.32;57.61;4339.1852
151;1961.3;12756.69;87.84;70.88;57.64;4085.5232
151;1961.3;12756.69;87.34;76.02;57.8;4393.956
151;1961.3;12756.69;86.91;65.3;59.59;3891.227
151;1961.3;12756.69;86.56;48.66;56.33;2741.0178
152;2166.08;12759.74;89.75;77.92;53.4;4160.928
152;2166.08;12759.74;89.34;78.01;57.55;4489.4755
152;2166.08;12759.74;88.84;66.29;59.14;3920.3906
152;2166.08;12759.74;88.34;57.72;58.13;3355.2636
152;2166.08;12759.74;87.84;60.22;58.6;3528.892
152;2166.08;12759.74;87.34;52.52;57.26;3007.2952
152;2166.08;12759.74;86.8;45.07;54.82;2470.7374
152;2166.08;12759.74;86.36;33.22;55.07;1829.4254
153;2370.4;12755.61;89.75;78.97;54.05;4268.3285
153;2370.4;12755.61;89.34;69.67;57.57;4010.9019
153;2370.4;12755.61;88.84;66.1;58.8;3886.68
153;2370.4;12755.61;88.34;60.37;57.23;3454.9751
153;2370.4;12755.61;87.84;72.47;53.93;3908.3071
153;2370.4;12755.61;87.34;58.27;56.35;3283.5145
153;2370.4;12755.61;86.84;57.9;54.67;3165.393
153;2370.4;12755.61;86.34;65.03;58.07;3776.2921
153;2370.4;12755.61;85.87;67.45;57.21;3858.8145
153;2370.4;12755.61;85.48;37.04;55.54;2057.2016
154;2575.07;12754.84;89.75;76.93;52.67;4051.9031
154;2575.07;12754.84;89.34;74.44;55.47;4129.1868
154;2575.07;12754.84;88.84;77.11;58.11;4480.8621
154;2575.07;12754.84;88.34;76.57;58.95;4513.8015
154;2575.07;12754.84;87.84;66.62;58.46;3894.6052
154;2575.07;12754.84;87.34;55.34;56.34;3117.8556
154;2575.07;12754.84;86.7;68.12;55.57;3785.4284
155;2763.45;12752.18;89.75;71.6;49.33;3532.028
155;2763.45;12752.18;89.25;81.43;55.27;4500.6361
155;2763.45;12752.18;88.75;50.84;59.42;3020.9128
155;2763.45;12752.18;88.25;45.9;59.53;2732.427
155;2763.45;12752.18;87.75;61.99;59.72;3702.0428
155;2763.45;12752.18;87.25;36.44;56.86;2071.9784
155;2763.45;12752.18;86.75;42.9;55;2359.5
155;2763.45;12752.18;86.21;59.09;57.29;3385.2661
156;3071.23;12751.85;89.75;77.96;48.07;3747.5372
156;3071.23;12751.85;89.25;65.43;54.84;3588.1812
156;3071.23;12751.85;88.75;69.05;56.67;3913.0635
156;3071.23;12751.85;88.25;62.42;58.5;3651.57
156;3071.23;12751.85;87.75;71.25;56.96;4058.4
156;3071.23;12751.85;87.25;69.95;56.99;3986.4505
156;3071.23;12751.85;86.75;65.72;59.25;3893.91
156;3071.23;12751.85;86.22;67.29;58.47;3934.4463
157;3194.92;12746.34;89.75;63.88;53.88;3441.8544
157;3194.92;12746.34;89.34;73.09;56.41;4123.0069
157;3194.92;12746.34;88.84;76.54;58.25;4458.455
157;3194.92;12746.34;88.34;69.37;59.57;4132.3709
157;3194.92;12746.34;87.84;62.26;58.05;3614.193
157;3194.92;12746.34;87.34;54.88;58.29;3198.9552
157;3194.92;12746.34;86.84;57.78;57.24;3307.3272
157;3194.92;12746.34;86.4;54.92;55.44;3044.7648
157;3194.92;12746.34;86.01;54.7;59.23;3239.881
157;3194.92;12746.34;85.66;56.63;60.07;3401.7641
158;3399.23;12747.43;89.75;78.68;59.01;4642.9068
158;3399.23;12747.43;89.34;79.12;59.64;4718.7168
158;3399.23;12747.43;88.84;78.06;59.29;4628.1774
158;3399.23;12747.43;88.34;67.93;57.84;3929.0712
158;3399.23;12747.43;87.84;65.51;35.38;2317.7438
158;3399.23;12747.43;87.34;77.6;58.05;4504.68
158;3399.23;12747.43;86.9;66.32;59.02;3914.2064
158;3399.23;12747.43;86.51;73.59;60.19;4429.3821
158;3399.23;12747.43;86.16;65.52;59.65;3908.268
158;3399.23;12747.43;85.61;63.91;58.27;3724.0357
159;3607.83;12749.1;89.75;74.62;49.73;3710.8526
159;3607.83;12749.1;89.34;54.84;52.8;2895.552
159;3607.83;12749.1;88.84;48.58;57.52;2794.3216
159;3607.83;12749.1;88.34;49.59;58.99;2925.3141
159;3607.83;12749.1;87.84;44.82;55.74;2498.2668
159;3607.83;12749.1;87.34;45.57;56.3;2565.591
159;3607.83;12749.1;86.84;62.47;59.06;3689.4782
160;3787.79;12752.01;89.75;51.25;53.8;2757.25
160;3787.79;12752.01;89.34;63.22;58.87;3721.7614
160;3787.79;12752.01;88.84;70.65;59.48;4202.262
160;3787.79;12752.01;88.34;61.27;60.17;3686.6159
160;3787.79;12752.01;87.84;50.29;58.86;2960.0694
160;3787.79;12752.01;87.34;60.09;57.44;3451.5696
160;3787.79;12752.01;86.84;54.57;56.37;3076.1109
161;3991.09;12758.05;89.75;62.86;52.78;3317.7508
161;3991.09;12758.05;89.34;53.7;56.78;3049.086
161;3991.09;12758.05;88.84;62.98;57.29;3608.1242
161;3991.09;12758.05;88.34;62.52;58.62;3664.9224
161;3991.09;12758.05;87.84;38.36;57.52;2206.4672
161;3991.09;12758.05;87.34;61.4;56.95;3496.73
161;3991.09;12758.05;86.84;67.72;57.15;3870.198
161;3991.09;12758.05;86.34;46.67;55.99;2613.0533
162;4177.51;12761.22;89.75;51.84;55.62;2883.3408
162;4177.51;12761.22;89.34;53.93;58.42;3150.5906
162;4177.51;12761.22;88.84;55.96;59.25;3315.63
162;4177.51;12761.22;88.34;64.82;59.01;3825.0282
162;4177.51;12761.22;87.84;75.3;58.27;4387.731
162;4177.51;12761.22;87.34;62.85;57.21;3595.6485
162;4177.51;12761.22;86.84;49.57;58.39;2894.3923
162;4177.51;12761.22;86.34;63.76;58.64;3738.8864
162;4177.51;12761.22;85.86;47.03;58.2;2737.146
163;4390.08;12758.6;89.75;61.78;53.49;3304.6122
163;4390.08;12758.6;89.34;56.13;57.72;3239.8236
163;4390.08;12758.6;88.84;48.13;58.07;2794.9091
163;4390.08;12758.6;88.34;32.58;57.34;1868.1372
163;4390.08;12758.6;87.84;56.64;59.46;3367.8144
163;4390.08;12758.6;87.34;46.38;58.29;2703.4902
163;4390.08;12758.6;86.84;46.69;56.13;2620.7097
163;4390.08;12758.6;86.34;50.39;58.08;2926.6512
163;4390.08;12758.6;85.81;30.11;58.08;1748.7888
164;4572.15;12757.74;89.75;65.85;54.08;3561.168
164;4572.15;12757.74;89.25;69.74;56.56;3944.4944
164;4572.15;12757.74;88.75;57.79;57.04;3296.3416
164;4572.15;12757.74;88.25;68.22;56.61;3861.9342
164;4572.15;12757.74;87.75;66.64;57.83;3853.7912
164;4572.15;12757.74;87.25;60.92;57.69;3514.4748
164;4572.15;12757.74;86.75;59.84;55.88;3343.8592
164;4572.15;12757.74;86.25;50.67;58.35;2956.5945
164;4572.15;12757.74;85.75;44.96;57.41;2581.1536
164;4572.15;12757.74;85.25;50.65;55.95;2833.8675
165;4769.01;12751.74;89.75;52.14;54.95;2865.093
165;4769.01;12751.74;89.34;52.39;58.05;3041.2395
165;4769.01;12751.74;88.84;62.94;57.98;3649.2612
165;4769.01;12751.74;88.34;61.17;60.1;3676.317
165;4769.01;12751.74;87.84;50.09;58.42;2926.2578
165;4769.01;12751.74;87.34;70.45;59.11;4164.2995
165;4769.01;12751.74;86.84;64.88;59.67;3871.3896
165;4769.01;12751.74;86.34;60.95;59.71;3639.3245
165;4769.01;12751.74;85.84;61.99;58.63;3634.4737
165;4769.01;12751.74;85.34;66.37;56.36;3740.6132
165;4769.01;12751.74;84.84;72.07;59.13;4261.4991
166;5069.27;12550.19;89.75;62.21;50.23;3124.8083
166;5069.27;12550.19;89.25;51.27;53.35;2735.2545
166;5069.27;12550.19;88.75;60.24;56.58;3408.3792
166;5069.27;12550.19;88.25;57.22;57.89;3312.4658
166;5069.27;12550.19;87.75;54.05;58.48;3160.844
167;4985.91;12549.06;89.75;58.61;50.67;2969.7687
167;4985.91;12549.06;89.25;41.65;57.37;2389.4605
167;4985.91;12549.06;88.75;66.18;57.01;3772.9218
167;4985.91;12549.06;88.25;67.19;58.15;3907.0985
167;4985.91;12549.06;87.75;50.57;57.89;2927.4973
167;4985.91;12549.06;87.14;41.94;57.05;2392.677
168;4773.04;12548.8;89.75;56.2;53.53;3008.386
168;4773.04;12548.8;89.25;55.67;55.17;3071.3139
168;4773.04;12548.8;88.75;55.5;55.68;3090.24
168;4773.04;12548.8;88.25;61.97;53.94;3342.6618
168;4773.04;12548.8;87.75;62.85;56.77;3567.9945
168;4773.04;12548.8;87.25;73.37;59.77;4385.3249
168;4773.04;12548.8;86.75;57.85;56.49;3267.9465
169;4587.53;12554.29;89.75;84.63;51.89;4391.4507
169;4587.53;12554.29;89.34;83.22;53.26;4432.2972
169;4587.53;12554.29;88.84;75.59;57.49;4345.6691
169;4587.53;12554.29;88.34;70.89;58.16;4122.9624
169;4587.53;12554.29;87.84;68.69;57.86;3974.4034
169;4587.53;12554.29;87.34;57.57;57.65;3318.9105
170;4387.13;12558.09;89.75;65;53.68;3489.2
170;4387.13;12558.09;89.34;64.53;57.56;3714.3468
170;4387.13;12558.09;88.84;61.34;56.95;3493.313
170;4387.13;12558.09;88.34;55.79;58.86;3283.7994
170;4387.13;12558.09;87.84;56.3;58.48;3292.424
170;4387.13;12558.09;87.34;57.98;57.16;3314.1368
170;4387.13;12558.09;86.84;55.65;57.82;3217.683
170;4387.13;12558.09;86.34;63.32;53.79;3405.9828
170;4387.13;12558.09;85.84;56.94;57.55;3276.897
170;4387.13;12558.09;85.34;49.12;57.7;2834.224
171;4200;12555.95;89.75;68.8;49.54;3408.352
171;4200;12555.95;89.25;54.07;53.56;2895.9892
171;4200;12555.95;88.75;58.13;58.37;3393.0481
171;4200;12555.95;88.25;71.73;58.13;4169.6649
171;4200;12555.95;87.75;58.06;58.38;3389.5428
171;4200;12555.95;87.25;73.65;57.8;4256.97
171;4200;12555.95;86.75;71.31;60.42;4308.5502
171;4200;12555.95;86.25;62;59.65;3698.3
171;4200;12555.95;85.75;54.15;57.4;3108.21
171;4200;12555.95;85.25;51.39;56.55;2906.1045
172;4002.22;12557.43;89.75;51.34;55.22;2834.9948
172;4002.22;12557.43;89.34;60.65;58.05;3520.7325
172;4002.22;12557.43;88.84;47.16;58.53;2760.2748
172;4002.22;12557.43;88.34;53.54;57.77;3093.0058
172;4002.22;12557.43;87.84;55.79;56.78;3167.7562
172;4002.22;12557.43;87.34;71.85;57.46;4128.501
172;4002.22;12557.43;86.93;56.39;57.86;3262.7254
172;4002.22;12557.43;86.61;58.62;57.94;3396.4428
173;3788.97;12558.86;89.75;63.07;56.56;3567.2392
173;3788.97;12558.86;89.34;59.7;58.34;3482.898
173;3788.97;12558.86;88.84;46.87;59.13;2771.4231
173;3788.97;12558.86;88.34;37.91;56.54;2143.4314
173;3788.97;12558.86;87.84;49.06;58.42;2866.0852
173;3788.97;12558.86;87.34;52.93;58.04;3072.0572
173;3788.97;12558.86;86.84;49.95;55.23;2758.7385
173;3788.97;12558.86;86.34;62.75;58.18;3650.795
173;3788.97;12558.86;85.84;59.59;57.43;3422.2537
173;3788.97;12558.86;85.34;64.27;58.06;3731.5162
173;3788.97;12558.86;84.75;61.72;56.31;3475.4532
174;3574.2;12551.72;89.75;64.8;53.7;3479.76
174;3574.2;12551.72;89.34;56.27;59.07;3323.8689
174;3574.2;12551.72;88.84;44.78;58.96;2640.2288
174;3574.2;12551.72;88.34;78.93;59.48;4694.7564
174;3574.2;12551.72;87.84;36.77;58.21;2140.3817
174;3574.2;12551.72;87.34;33.16;56.13;1861.2708
174;3574.2;12551.72;86.84;43.68;55.35;2417.688
174;3574.2;12551.72;86.34;58.66;57.45;3370.017
174;3574.2;12551.72;85.72;54.14;58.59;3172.0626
174;3574.2;12551.72;85.18;37.6;57.41;2158.616
174;3574.2;12551.72;84.84;43.14;57.68;2488.3152
175;3390.57;12558.13;89.75;76.67;50.31;3857.2677
175;3390.57;12558.13;89.34;63.85;55.13;3520.0505
175;3390.57;12558.13;88.84;46.29;57.76;2673.7104
175;3390.57;12558.13;88.34;68.11;59.01;4019.1711
175;3390.57;12558.13;87.84;63.38;55.94;3545.4772
175;3390.57;12558.13;87.44;62.92;53.06;3338.5352
176;3184.45;12550.17;89.75;74.91;58.46;4379.2386
176;3184.45;12550.17;89.34;59.34;60.56;3593.6304
176;3184.45;12550.17;88.84;70.58;59.72;4215.0376
176;3184.45;12550.17;88.34;65.97;59.31;3912.6807
176;3184.45;12550.17;87.84;71.83;59.49;4273.1667
176;3184.45;12550.17;87.34;78.17;58.9;4604.213
176;3184.45;12550.17;86.84;60.36;59.26;3576.9336
176;3184.45;12550.17;86.34;65.78;59.58;3919.1724
176;3184.45;12550.17;85.84;68.1;60.06;4090.086
176;3184.45;12550.17;85.34;76.86;59.74;4591.6164
176;3184.45;12550.17;84.84;68.79;60.43;4156.9797
176;3184.45;12550.17;84.34;65.41;60.18;3936.3738
176;3184.45;12550.17;83.94;57.39;59.07;3390.0273
176;3184.45;12550.17;83.62;60.41;58.84;3554.5244
177;3000.29;12551.36;89.75;71.85;48.47;3482.5695
177;3000.29;12551.36;89.25;82.07;53.42;4384.1794
177;3000.29;12551.36;88.75;77.01;58.94;4538.9694
177;3000.29;12551.36;88.25;70.12;59.49;4171.4388
177;3000.29;12551.36;87.75;57.64;59.43;3425.5452
177;3000.29;12551.36;87.25;50.39;59.34;2990.1426
177;3000.29;12551.36;86.75;49.97;57.32;2864.2804
177;3000.29;12551.36;86.17;53.02;56.32;2986.0864
178;2772.08;12546.2;89.75;80.33;49.71;3993.2043
178;2772.08;12546.2;89.25;77.19;57.15;4411.4085
178;2772.08;12546.2;88.75;75.9;59.49;4515.291
178;2772.08;12546.2;88.25;78.04;60.21;4698.7884
178;2772.08;12546.2;87.75;70.48;58.52;4124.4896
178;2772.08;12546.2;87.25;80.28;58.65;4708.422
178;2772.08;12546.2;86.69;55.81;55.63;3104.7103
178;2772.08;12546.2;86.22;44.33;57.42;2545.4286
179;2571.77;12553.5;89.75;66.43;51.85;3444.3955
179;2571.77;12553.5;89.25;70.53;55.47;3912.2991
179;2571.77;12553.5;88.75;66.24;57.68;3820.7232
179;2571.77;12553.5;88.25;79.78;58.6;4675.108
179;2571.77;12553.5;87.75;61.82;56.7;3505.194
179;2571.77;12553.5;87.25;76.16;55.42;4220.7872
179;2571.77;12553.5;86.75;80.75;56.27;4543.8025
179;2571.77;12553.5;86.25;64.19;55.32;3550.9908
180;2370.72;12551.98;89.75;57.49;50.31;2892.3219
180;2370.72;12551.98;89.34;55.01;56.75;3121.8175
180;2370.72;12551.98;88.84;60.72;59.23;3596.4456
180;2370.72;12551.98;88.34;41.87;59.65;2497.5455
180;2370.72;12551.98;87.84;32.68;58.14;1900.0152
181;2161.87;12568.8;89.75;77.58;52.17;4047.3486
181;2161.87;12568.8;89.34;67.48;56.41;3806.5468
181;2161.87;12568.8;88.84;66.09;59.53;3934.3377
181;2161.87;12568.8;88.34;74.78;60.57;4529.4246
181;2161.87;12568.8;87.73;75.45;59.96;4523.982
181;2161.87;12568.8;87.22;44.04;58.27;2566.2108
182;1987.45;12557.2;89.75;68.46;51.19;3504.4674
182;1987.45;12557.2;89.34;66.53;56.46;3756.2838
182;1987.45;12557.2;88.84;70.38;56.48;3975.0624
182;1987.45;12557.2;88.34;54.53;56.79;3096.7587
182;1987.45;12557.2;87.84;58.56;58.74;3439.8144
182;1987.45;12557.2;87.34;57.91;58.51;3388.3141
182;1987.45;12557.2;86.84;47.83;56.99;2725.8317
182;1987.45;12557.2;86.39;45.51;55.14;2509.4214
182;1987.45;12557.2;86.04;36;54.58;1964.88
183;1853.75;12352.6;89.75;69.98;52.15;3649.457
183;1853.75;12352.6;89.34;71.34;55.19;3937.2546
183;1853.75;12352.6;88.84;72.32;58.69;4244.4608
183;1853.75;12352.6;88.34;58.58;58.11;3404.0838
183;1853.75;12352.6;87.84;64.88;57.55;3733.844
183;1853.75;12352.6;87.34;50.17;57.11;2865.2087
183;1853.75;12352.6;86.84;43.81;54.39;2382.8259
183;1853.75;12352.6;86.43;45.38;53.98;2449.6124
184;2183.29;12341.12;89.75;67.19;55.01;3696.1219
184;2183.29;12341.12;89.34;61.23;58.53;3583.7919
184;2183.29;12341.12;88.84;37.89;60.2;2280.978
184;2183.29;12341.12;88.34;22.45;58.32;1309.284
184;2183.29;12341.12;87.9;24.78;56.1;1390.158
184;2183.29;12341.12;87.51;33.02;58.21;1922.0942
184;2183.29;12341.12;87.16;36.13;57.73;2085.7849
185;2373.93;12344.9;89.75;77.2;51.02;3938.744
185;2373.93;12344.9;89.34;85.69;57.21;4902.3249
185;2373.93;12344.9;88.84;81.49;58.87;4797.3163
185;2373.93;12344.9;88.34;69.83;59.74;4171.6442
185;2373.93;12344.9;87.84;60.22;59.12;3560.2064
185;2373.93;12344.9;87.34;52.86;51.42;2718.0612
185;2373.93;12344.9;86.9;53.8;57.77;3108.026
185;2373.93;12344.9;86.51;49.7;55.63;2764.811
185;2373.93;12344.9;86.16;59.1;56.62;3346.242
186;2576.34;12351.54;89.75;77.5;51.46;3988.15
186;2576.34;12351.54;89.34;65.08;55.95;3641.226
186;2576.34;12351.54;88.84;65.65;62.54;4105.751
186;2576.34;12351.54;88.34;78.69;61.94;4874.0586
186;2576.34;12351.54;87.84;81.54;61.34;5001.6636
186;2576.34;12351.54;87.34;79.89;62.08;4959.5712
186;2576.34;12351.54;86.84;54.73;54.9;3004.677
186;2576.34;12351.54;86.34;61.06;57.24;3495.0744
186;2576.34;12351.54;85.8;47.89;57.77;2766.6053
186;2576.34;12351.54;85.35;39.61;60.59;2399.9699
186;2576.34;12351.54;84.91;36.39;63.24;2301.3036
187;2750.55;12345.95;89.34;74.37;42.41;3154.0317
187;2750.55;12345.95;88.84;69.29;49.94;3460.3426
187;2750.55;12345.95;88.34;38.61;51.63;1993.4343
187;2750.55;12345.95;87.84;49.51;59.91;2966.1441
187;2750.55;12345.95;87.34;57.23;63.01;3606.0623
187;2750.55;12345.95;86.84;48.45;61.77;2992.7565
187;2750.55;12345.95;86.34;34.32;60.98;2092.8336
187;2750.55;12345.95;85.79;40.98;58.96;2416.1808
187;2750.55;12345.95;85.33;29.74;52.98;1575.6252
188;2991.38;12351.94;89.75;88.96;47.56;4230.9376
188;2991.38;12351.94;89.34;82.81;54.37;4502.3797
188;2991.38;12351.94;88.84;57.1;57.62;3290.102
188;2991.38;12351.94;88.34;67.42;60.63;4087.6746
188;2991.38;12351.94;87.84;67.54;60.02;4053.7508
188;2991.38;12351.94;87.34;68.83;59.59;4101.5797
188;2991.38;12351.94;86.84;65.17;58.46;3809.8382
188;2991.38;12351.94;86.34;56.82;57.18;3248.9676
