X;Y;Z;Au
402240.188;95855.148;992.478;0.26
402313.031;95974.188;999.524;0.29
402313.563;95974.188;998.614;0.82
402314.063;95974.188;997.748;1.01
402314.563;95974.188;996.882;0.7
402315.063;95974.188;996.016;0.31
402315.563;95974.188;995.15;0.3
402316.031;95974.188;994.328;0.26
402316.438;95974.188;993.591;0.12
402316.875;95974.188;992.877;0.3
402244.188;95978.523;999.524;0.88
402244.719;95978.523;998.614;1.64
402245.219;95978.523;997.748;5.2
402245.719;95978.523;996.882;1.45
402246.219;95978.523;996.016;0.48
402246.688;95978.523;995.194;0.67
402293.719;95975.453;999.524;0.53
402294.25;95975.453;998.614;0.46
402294.75;95975.453;997.748;0.61
402295.25;95975.453;996.882;0.62
402295.75;95975.453;996.016;0.72
402296.25;95975.453;995.15;1.04
402296.75;95975.453;994.284;1.87
402297.25;95975.453;993.418;2.34
402297.75;95975.453;992.552;2.27
402298.25;95975.453;991.686;2.27
402298.75;95975.453;990.798;1.95
402125.188;93948.094;999.75;0.78
402125.188;93948.094;999.15;1.28
402125.188;93948.094;998.6;1.12
402125.188;93948.094;998.05;1.09
402125.188;93948.094;997.35;0.5
402125.188;93948.094;996.6;0.6
402125.188;93948.094;995.775;0.2
402125.188;93948.094;995;0.16
402125.188;93948.094;994.35;1
402125.188;93948.094;993.725;0.76
402125.188;93948.094;993.05;0.29
402088.844;93948.508;999.726;0.41
402088.906;93948.508;999.203;0.4
402088.938;93948.508;998.655;1.3
402089;93948.508;997.734;0.24
402118.875;93940.359;999.55;1.27
402118.875;93940.359;998.55;0.54
402118.875;93940.359;997.425;0.29
402210.688;93629.359;999.567;0.57
402228.063;93738.297;999.567;1.83
402228.563;93738.297;998.701;1.12
402229.063;93738.297;997.835;0.43
402229.563;93738.297;996.969;0.35
402230.063;93738.297;996.103;0.29
402230.563;93738.297;995.237;0.54
402231.063;93738.297;994.371;0.45
402175.844;93861.063;999.567;0.47
402176.344;93861.063;998.701;0.86
402176.844;93861.063;997.835;0.24
402177.344;93861.063;996.969;0.32
402177.844;93861.063;996.103;0.28
402098.656;94037.891;999.567;0.39
402099.156;94037.891;998.701;0.21
402099.656;94037.891;997.835;0.49
402100.156;94037.891;996.969;0.38
402100.656;94037.891;996.103;0.5
402101.156;94037.891;995.237;0.32
402101.656;94037.891;994.371;0.37
402121.563;94037.641;999.567;0.9
402122.063;94037.641;998.701;0.77
402122.563;94037.641;997.835;0.67
402234.438;96140.773;999.567;2.57
402234.938;96140.773;998.701;2.72
402235.438;96140.773;997.835;1.16
402235.938;96140.773;996.969;0.61
402194.156;96140.813;999.567;0.75
402194.656;96140.813;998.701;0.74
402195.156;96140.813;997.835;0.52
402204.875;96235.328;999.567;0.24
402239.094;96234.617;999.567;0.64
402239.594;96234.617;998.701;0.74
402240.094;96234.617;997.835;1.22
402240.594;96234.617;996.969;1.1
402241.094;96234.617;996.103;1.73
402241.594;96234.617;995.237;0.71
402276.156;96366.289;999.567;1.76
402276.656;96366.289;998.701;2
402277.156;96366.289;997.835;0.47
402171.625;96021.688;999.567;0.65
402172.125;96021.688;998.701;1.04
402172.625;96021.688;997.835;0.77
402173.125;96021.688;996.969;0.71
402173.625;96021.688;996.103;0.34
402174.125;96021.688;995.237;0.24
402212.219;96023.953;999.567;0.87
402212.719;96023.953;998.701;1.07
402213.219;96023.953;997.835;0.75
402213.719;96023.953;996.969;0.43
402270.875;96971.758;999.567;0.6
402271.375;96971.758;998.701;0.58
402229.219;96975.227;999.567;0.71
402229.719;96975.227;998.701;1.01
402230.219;96975.227;997.835;1.76
402229;97070.547;998.701;0.25
402229.5;97070.547;997.835;0.29
402230;97070.547;996.969;0.48
402230.5;97070.547;996.103;0.84
402231;97070.547;995.237;0.52
402231.5;97070.547;994.371;0.28
402189.5;97070.992;999.567;1.35
402190;97070.992;998.701;0.44
402225.688;96872.539;999.567;1.81
402226.188;96872.539;998.701;0.94
402226.688;96872.539;997.835;0.7
402227.188;96872.539;996.969;0.44
402227.688;96872.539;996.103;0.26
402264.094;96871.359;999.567;0.2
402264.594;96871.359;998.701;0.29
402279.563;96758.648;999.567;0.29
402280.063;96758.648;998.701;0.17
402280.563;96758.648;997.835;0.4
402281.063;96758.648;996.969;0.4
402281.563;96758.648;996.103;0.51
402282.063;96758.648;995.237;0.57
402180.25;96873.75;999.567;0.29
402180.75;96873.75;998.701;0.03
402181.25;96873.75;997.835;0.39
402191.438;96974.258;999.567;0.005
402191.938;96974.258;998.701;0.005
402280.313;96444.273;998.701;0.53
402280.813;96444.273;997.835;1.02
402281.313;96444.273;996.969;0.29
402281.813;96444.273;996.103;0.67
402310.5;96444.273;999.567;0.39
402311;96444.273;998.701;1.66
402311.5;96444.273;997.835;1.63
402312;96444.273;996.969;0.74
402312.5;96444.273;996.103;0.28
402340.781;96551.313;999.567;0.36
402341.281;96551.313;998.701;0.86
402341.781;96551.313;997.835;3.76
402342.281;96551.313;996.969;2.94
402342.781;96551.313;996.103;1.15
402343.281;96551.313;995.237;0.58
402343.781;96551.313;994.371;0.71
402344.281;96551.313;993.505;1.02
402344.781;96551.313;992.639;0.49
402314.5;96551.594;999.567;0.88
402315;96551.594;998.701;2.98
402315.5;96551.594;997.835;9.36
402316;96551.594;996.969;2.59
402316.5;96551.594;996.103;2.38
402317;96551.594;995.237;2.03
402272.781;96552.313;999.567;0.16
402273.281;96552.313;998.701;0.7
402273.781;96552.313;997.835;0.21
402274.281;96552.313;996.969;0.06
402257;94744.789;999.567;1.22
402257.5;94744.789;998.701;1.06
402258;94744.789;997.835;1.53
402258.5;94744.789;996.969;4.01
402259;94744.789;996.103;6.44
402259.5;94744.789;995.237;2.25
402316.063;94856.289;999.567;0.39
402316.563;94856.289;998.701;0.29
402276.719;94857.891;999.567;0.49
402277.219;94857.891;998.701;0.44
402277.719;94857.891;997.835;0.45
402278.219;94857.891;996.969;0.32
402278.719;94857.891;996.103;0.4
402238.156;94859.477;999.567;0.73
402238.656;94859.477;998.701;0.26
402239.156;94859.477;997.835;0.26
402239.656;94859.477;996.969;0.29
402240.156;94859.477;996.103;0.3
402285.438;94627.5;999.567;0.32
402221.375;94746.383;999.567;0.64
402221.875;94746.383;998.701;0.18
402222.375;94746.383;997.835;0.13
402222.875;94746.383;996.969;0.08
402223.375;94746.383;996.103;0.14
402229.531;94537.688;999.567;0.26
402230.031;94537.688;998.701;0.22
402230.531;94537.688;997.835;0.41
402231.031;94537.688;996.969;0.38
402231.531;94537.688;996.103;0.4
402232.031;94537.688;995.237;0.14
402218.813;94417.406;999.567;1.43
402219.313;94417.406;998.701;1.01
402219.813;94417.406;997.835;0.48
402220.313;94417.406;996.969;0.53
402220.813;94417.406;996.103;0.32
402221.313;94417.406;995.237;0.29
402221.813;94417.406;994.371;0.41
402222.313;94417.406;993.505;0.45
402270.219;94535.133;994.371;0.5
402270.719;94535.133;993.505;0.09
402255.094;94407.867;999.567;0.65
402255.594;94407.867;998.701;0.22
402125.219;93944.648;999.567;1.22
402125.719;93944.648;998.701;1.45
402126.219;93944.648;997.835;1.13
402126.719;93944.648;996.969;0.83
402127.219;93944.648;996.103;0.88
402127.719;93944.648;995.237;1.11
402128.219;93944.648;994.371;1.09
402128.719;93944.648;993.505;0.5
402129.219;93944.648;992.639;0.61
402129.719;93944.648;991.773;0.77
402089.063;93948.82;999.567;1
402089.563;93948.82;998.701;0.53
402090.063;93948.82;997.835;0.33
402090.563;93948.82;996.969;0.31
401875.375;93782.219;999.567;0.55
401875.875;93782.219;998.701;0.36
401876.375;93782.219;997.835;1.14
401876.875;93782.219;996.969;0.45
401877.375;93782.219;996.103;1.08
401877.875;93782.219;995.237;0.41
401927.156;93776.477;999.567;0.46
401927.656;93776.477;998.701;0.43
401979.281;93660.992;999.567;0.22
401979.781;93660.992;998.701;0.33
401980.281;93660.992;997.835;0.33
401980.781;93660.992;996.969;0.32
401981.281;93660.992;996.103;0.47
401981.781;93660.992;995.237;0.4
401982.281;93660.992;994.371;0.43
401982.781;93660.992;993.505;0.56
401988.969;93881.063;999.567;0.46
401989.469;93881.063;998.701;0.51
401989.969;93881.063;997.835;0.6
401990.469;93881.063;996.969;0.63
401990.969;93881.063;996.103;0.62
401991.469;93881.063;995.237;0.72
401991.969;93881.063;994.371;0.6
401996.094;93961.656;999.567;0.52
401996.594;93961.656;998.701;0.43
401997.094;93961.656;997.835;0.3
401967.469;93965.633;998.701;0.3
401967.969;93965.633;997.835;0.42
402269.844;96291.5;999.567;1.09
402270.344;96291.5;998.701;1.85
402270.844;96291.5;997.835;1.65
402271.344;96291.5;996.969;0.86
401943.094;93883.789;999.567;0.44
401943.594;93883.789;998.701;0.39
401944.094;93883.789;997.835;0.99
401944.594;93883.789;996.969;1.92
402324.219;96007.633;999.567;0.8
402324.719;96007.633;998.701;1.43
402325.219;96007.633;997.835;1.19
402325.719;96007.633;996.969;1.19
402326.219;96007.633;996.103;0.75
402326.719;96007.633;995.237;0.28
401905.625;93890.773;999.567;0.54
401906.125;93890.773;998.701;0.57
401906.625;93890.773;997.835;0.35
401907.125;93890.773;996.969;0.26
401946.563;93577.672;999.567;0.87
401947.063;93577.672;998.701;0.38
401926.406;93668.141;999.567;2
401926.906;93668.141;998.701;5.41
401927.406;93668.141;997.835;6.93
401927.906;93668.141;996.969;1.34
401928.406;93668.141;996.103;0.65
401928.906;93668.141;995.237;0.47
402342.281;96078.18;999.567;0.71
402342.781;96078.18;998.701;0.89
402343.281;96078.18;997.835;0.43
402356.156;96144.297;999.567;2.26
402356.656;96144.297;998.701;0.76
402357.156;96144.297;997.835;0.79
402357.656;96144.297;996.969;1.02
402358.156;96144.297;996.103;0.91
402358.656;96144.297;995.237;0.42
402359.156;96144.297;994.371;0.28
402359.656;96144.297;993.505;0.29
402231.938;96076.961;999.567;0.5
402283.844;95939.141;999.567;0.28
402284.344;95939.141;998.701;0.4
402284.844;95939.141;997.835;0.39
402285.344;95939.141;996.969;0.44
402285.844;95939.141;996.103;1.11
402286.344;95939.141;995.237;1.57
402286.844;95939.141;994.371;0.31
402244.344;95942.727;999.567;0.6
402244.844;95942.727;998.701;0.65
402245.344;95942.727;997.835;1.5
402245.844;95942.727;996.969;1.54
402198.813;94746.953;999.567;0.27
402199.313;94746.953;998.701;0.52
402199.813;94746.953;997.835;0.35
402200.313;94746.953;996.969;0.18
402200.813;94746.953;996.103;0.18
402201.313;94746.953;995.237;0.1
402295.719;94742.219;999.567;0.48
402296.219;94742.219;998.701;0.25
402296.719;94742.219;997.835;0.19
401903.156;93584.906;996.969;0.28
402234.688;94471.188;997.835;0.28
402235.188;94471.188;996.969;1.62
402235.688;94471.188;996.103;2.18
402236.188;94471.188;995.237;0.72
402240.563;94807.469;999.567;0.52
402241.063;94807.469;998.701;0.65
402241.563;94807.469;997.835;0.6
402304.875;94938.609;999.567;1.83
402304.375;94938.609;998.701;0.77
402303.875;94938.609;997.835;0.52
402254.844;94577.75;997.835;0.03
402255.344;94577.75;996.969;0.01
402255.844;94577.75;996.103;0.02
402214.531;94805.602;999.567;0.63
402209.438;94859.063;999.567;0.85
402209.938;94859.063;998.701;0.48
402210.438;94859.063;997.835;0.16
402214;96976.133;999.53;0.23
402214.375;96976.133;998.59;0.92
402214.688;96976.133;997.651;1.77
402215.063;96976.133;996.711;1.96
402215.375;96976.133;995.771;1.12
402266.344;96915.492;998.701;0.56
402266.844;96915.492;997.835;0.03
402267.344;96915.492;996.969;0.25
402236.938;96916.93;998.701;0.63
402237.438;96916.93;997.835;1.48
402237.938;96916.93;996.969;2.01
402238.438;96916.93;996.103;0.93
402251.344;97017.75;999.567;0.66
402251.844;97017.75;998.701;2.26
402252.344;97017.75;997.835;4.07
402252.844;97017.75;996.969;2.75
402253.344;97017.75;996.103;1.08
402221.25;97018.547;999.567;0.47
402221.75;97018.547;998.701;1.22
402222.25;97018.547;997.835;0.84
402247.563;94322.328;999.567;0.35
402248.063;94322.328;998.701;0.83
402203.5;94331.906;997.835;0.25
402204;94331.906;996.969;0.27
402204.5;94331.906;996.103;0.38
402197.344;94239.023;999.567;0.41
402162.656;94241.969;999.567;0.34
402165.188;93805.773;999.5;0.66
402165.188;93805.773;998.5;0.64
402165.188;93805.773;997.5;0.21
402165.188;93805.773;996.5;0.18
402165.188;93805.773;995.5;1.14
402165.188;93805.773;994.5;1.58
402165.188;93805.773;993.5;0.32
402167.094;93805.211;999.59;0.9
402167.656;93805.211;998.771;0.52
401867.406;93779.93;999.5;0.38
401867.406;93779.93;998.5;0.87
401867.406;93779.93;997.5;1.43
401867.406;93779.93;996.5;0.12
401867.406;93779.93;995.5;0.36
401867.406;93779.93;994.5;0.46
401906.125;93780.211;998.701;0.26
402225.688;94470.93;999.547;0.47
402225.25;94470.93;998.641;0.52
402224.813;94470.93;997.734;0.19
402224.375;94470.93;996.828;0.23
402223.938;94470.93;995.922;1.29
402223.5;94470.93;995.015;1.43
402225.563;94537.938;997.651;0.34
402225.25;94537.938;996.711;0.55
402224.875;94537.938;995.771;1.02
402224.563;94537.938;994.832;0.34
402224.188;94537.938;993.892;1.13
402223.875;94537.938;992.952;0.47
402223.5;94537.938;992.013;0.09
402290.469;94814.07;998.641;0.3
402290.031;94814.07;997.734;0.27
402289.594;94814.07;996.828;0.44
402289.156;94814.07;995.922;0.88
402288.719;94814.07;995.015;1.07
402288.281;94814.07;994.109;0.44
402287.844;94814.07;993.203;0.37
402287.406;94814.07;992.296;0.42
402286.969;94814.07;991.39;0.23
402247.281;94576.891;996.828;0.46
402246.844;94576.891;995.922;0.33
402246.406;94576.891;995.015;0.17
402245.969;94576.891;994.109;0.3
402245.531;94576.891;993.203;0.32
402245.094;94576.891;992.296;1.66
402244.656;94576.891;991.39;0.4
402244.219;94576.891;990.484;0.13
402243.781;94576.891;989.577;0.1
402308.156;96500.18;998.771;0.12
402308.719;96500.18;997.952;0.94
402309.281;96500.18;997.133;0.16
402309.844;96500.18;996.314;0.82
402310.406;96500.18;995.495;0.3
402310.969;96500.18;994.676;0.06
402250.281;93339.688;999.567;0.37
402250.781;93339.688;998.701;0.29
402251.281;93339.688;997.835;0.32
402251.781;93339.688;996.969;0.3
402252.281;93339.688;996.103;0.47
402252.781;93339.688;995.237;0.4
402253.281;93339.688;994.371;0.71
402282.438;93336.609;999.567;0.98
402282.938;93336.609;998.701;0.93
402281.844;94402.453;999.567;0.22
402281.344;94402.453;998.701;0.48
402280.844;94402.453;997.835;1.15
402218.063;94078.367;999.567;0.63
402217.563;94078.367;998.701;0.22
402233;94283.547;996.314;0.38
402232.438;94283.547;995.495;1.56
402231.875;94283.547;994.676;1.53
402231.313;94283.547;993.856;0.49
402230.75;94283.547;993.037;0.35
402235.031;94325.703;994.109;0.24
402234.594;94325.703;993.203;0.52
402234.156;94325.703;992.296;0.83
402197.75;94237.141;999.5;0.1
402197.75;94237.141;998.5;0.37
402176.219;94188.18;999.567;0.46
402175.719;94188.18;998.701;0.22
402175.219;94188.18;997.835;0.22
402174.719;94188.18;996.969;0.3
402174.219;94188.18;996.103;1.25
402173.719;94188.18;995.237;1.4
402173.219;94188.18;994.371;1.18
402172.719;94188.18;993.505;1.62
402272.063;93868.547;999.567;0.29
402272.563;93868.547;998.701;1.09
402273.063;93868.547;997.835;1.08
402273.563;93868.547;996.969;0.32
402274.063;93868.547;996.103;0.19
402274.563;93868.547;995.237;0.31
402275.063;93868.547;994.371;0.22
402275.563;93868.547;993.505;0.06
402276.063;93868.547;992.639;0.04
402232.281;93860.977;999.567;1.98
402232.781;93860.977;998.701;2.81
402233.281;93860.977;997.835;3.9
402233.781;93860.977;996.969;1.41
402234.281;93860.977;996.103;0.87
402234.781;93860.977;995.237;0.74
402235.281;93860.977;994.371;1.39
402186;93953.023;999.567;0.37
402009.906;93570.438;999.5;0.37
402009.906;93570.438;998.5;0.29
402009.906;93570.438;997.5;0.7
402009.906;93570.438;996.5;0.97
402009.906;93570.438;995.5;0.54
402009.906;93570.438;994.5;1.03
402009.906;93570.438;993.5;1.49
402320.438;93862.398;998.701;0.24
402320.938;93862.398;997.835;0.92
402279.094;93762.039;999.567;0.25
402279.594;93762.039;998.701;0.13
402280.094;93762.039;997.835;0.2
402280.594;93762.039;996.969;0.24
402281.094;93762.039;996.103;0.29
402281.594;93762.039;995.237;0.4
402262.125;93802.391;998.701;0.35
402262.625;93802.391;997.835;0.69
402263.125;93802.391;996.969;1.91
402263.625;93802.391;996.103;1.06
402264.125;93802.391;995.237;0.26
402264.625;93802.391;994.371;0.38
402290.938;93801.25;999.567;1.32
402291.438;93801.25;998.701;0.73
402232.344;93802.656;998.701;0.46
402232.844;93802.656;997.835;0.48
402233.344;93802.656;996.969;0.27
402233.844;93802.656;996.103;0.28
402234.344;93802.656;995.237;0.5
402234.844;93802.656;994.371;0.67
402235.344;93802.656;993.505;1.13
402235.844;93802.656;992.639;1.68
402236.344;93802.656;991.773;1.34
402230.531;93939.961;999.567;1.45
402231.031;93939.961;998.701;1.07
402231.531;93939.961;997.835;0.28
402232.031;93939.961;996.969;1.28
402232.531;93939.961;996.103;0.91
402233.031;93939.961;995.237;0.62
402233.531;93939.961;994.371;0.27
402328.875;93798.867;999.567;0.21
402329.375;93798.867;998.701;0.25
402329.875;93798.867;997.835;0.28
402248.438;94281.242;999.617;0.28
402249.063;94281.242;998.851;0.41
402249.75;94281.242;998.085;0.67
402250.375;94281.242;997.319;2.26
402251.063;94281.242;996.553;0.79
402251.688;94281.242;995.787;0.42
402252.375;94281.242;995.021;0.28
402253;94281.242;994.255;0.52
402242.625;95340.313;997.835;0.23
402342.938;93852.328;998.701;0.43
402342.438;93852.328;997.835;0.37
402341.938;93852.328;996.969;0.25
402316.469;93862.094;999.517;0.31
402316.219;93862.094;998.551;0.42
402315.969;93862.094;997.585;0.37
402315.719;93862.094;996.619;0.78
402315.469;93862.094;995.653;0.35
402315.219;93862.094;994.687;0.4
402310.219;93935.156;999.567;0.66
402309.719;93935.156;998.701;0.08
402309.219;93935.156;997.835;0.33
402272.844;93763.227;995.237;0.57
402272.344;93763.227;994.371;0.81
402271.844;93763.227;993.505;1.24
402271.344;93763.227;992.639;1.07
402291.25;93691.219;998.641;0.47
402290.813;93691.219;997.734;0.55
402290.375;93691.219;996.828;0.39
402289.938;93691.219;995.922;0.4
401859.031;93384.719;997.835;0.73
401858.531;93384.719;996.969;0.92
401858.031;93384.719;996.103;0.86
401857.531;93384.719;995.237;0.64
401857.031;93384.719;994.371;1.42
401856.531;93384.719;993.505;3.21
401856.031;93384.719;992.639;4.91
401855.531;93384.719;991.773;3.18
401855.031;93384.719;990.907;0.37
401854.531;93384.719;990.041;0.51
401854.031;93384.719;989.175;0.34
401853.531;93384.719;988.309;0.44
401853.031;93384.719;987.443;1.73
401816.313;93389.289;992.639;0.67
401815.813;93389.289;991.773;0.56
401815.313;93389.289;990.907;1.79
401814.813;93389.289;990.041;2.56
401814.313;93389.289;989.175;3.41
401813.813;93389.289;988.309;1.11
401813.313;93389.289;987.443;0.55
402260.25;93939.813;999.567;6.93
402260.75;93939.813;998.701;0.6
402261.25;93939.813;997.835;0.5
402261.75;93939.813;996.969;0.28
402262.25;93939.813;996.103;0.21
402262.75;93939.813;995.237;0.36
402263.25;93939.813;994.371;0.38
402160.063;95749.641;996.103;0.4
402160.563;95749.641;995.237;1.15
402161.063;95749.641;994.371;0.68
402161.563;95749.641;993.505;0.75
402162.063;95749.641;992.639;0.47
402162.563;95749.641;991.773;0.32
402163.063;95749.641;990.907;0.28
402164.063;95749.641;989.175;0.28
402164.563;95749.641;988.309;0.08
402088.656;95862.906;998.701;0.4
402089.156;95862.906;997.835;0.2
402089.656;95862.906;996.969;1.1
402184.781;95857.547;998.701;0.27
402185.281;95857.547;997.835;0.62
402185.781;95857.547;996.969;0.49
402186.281;95857.547;996.103;0.36
402221.031;95855.773;998.701;0.22
402221.531;95855.773;997.835;0.18
402222.031;95855.773;996.969;0.24
402222.531;95855.773;996.103;0.25
402223.031;95855.773;995.237;0.24
402223.531;95855.773;994.371;0.53
402224.031;95855.773;993.505;0.35
402300.188;97015.633;999.567;0.25
402299.688;97015.633;998.701;0.24
402316.875;96969.781;998.701;0.44
402270.125;96972.75;999.567;0.35
402269.625;96972.75;998.701;0.63
402277.656;93292.18;999.567;1.06
402278.156;93292.18;998.701;1.34
402278.656;93292.18;997.835;1.94
402279.156;93292.18;996.969;4.44
402279.656;93292.18;996.103;6.04
402280.156;93292.18;995.237;4.29
402238.625;93290.461;999.567;0.88
402239.125;93290.461;998.701;0.78
402239.625;93290.461;997.835;0.6
402240.125;93290.461;996.969;0.54
402240.625;93290.461;996.103;0.58
402005.406;93361.93;991.773;0.2
402004.906;93361.93;990.907;0.22
402004.406;93361.93;990.041;0.24
402003.906;93361.93;989.175;0.27
401940;93375.094;996.103;0.5
401939.5;93375.094;995.237;0.47
401939;93375.094;994.371;0.6
401938.5;93375.094;993.505;0.63
401938;93375.094;992.639;0.73
401937.5;93375.094;991.773;1
401937;93375.094;990.907;4.41
401936.5;93375.094;990.041;5.55
401936;93375.094;989.175;1.31
401935.5;93375.094;988.309;0.46
401893.656;93380.047;990.907;0.24
401893.156;93380.047;990.041;0.22
401840.375;93486.313;984.844;0.24
401839.875;93486.313;983.979;0.37
401880.531;93482.172;991.773;0.24
401880.031;93482.172;990.907;0.57
401879.531;93482.172;990.041;0.39
402008.531;93520.094;995.237;0.33
402008.031;93520.094;994.371;0.39
402007.531;93520.094;993.505;0.57
402007.031;93520.094;992.639;0.55
402006.531;93520.094;991.773;0.51
402006.031;93520.094;990.907;0.61
402005.531;93520.094;990.041;0.66
402005.031;93520.094;989.175;1.49
402004.531;93520.094;988.309;4.01
402004.031;93520.094;987.443;1.92
402314.875;96918.75;999.567;0.25
402314.375;96918.75;998.701;0.61
402313.875;96918.75;997.835;0.24
402313.375;96918.75;996.969;0.46
402312.875;96918.75;996.103;1.36
402329.5;96869.648;999.567;0.39
402329;96869.648;998.701;0.37
402359.313;96912.813;999.567;0.3
402262.313;93404.172;992.5;0.24
402243.906;93406.25;992.5;0.34
402243.906;93406.25;991.5;0.52
402201.531;93406.898;995.5;0.24
402159.438;93410.227;995.5;0.33
402159.438;93410.227;994.5;0.22
402159.438;93410.227;993.5;0.37
402159.438;93410.227;992.5;0.26
402159.438;93410.227;991.5;0.34
402122.844;93413.93;998.5;0.3
402122.844;93413.93;997.5;0.19
402122.844;93413.93;996.5;0.6
402122.844;93413.93;995.5;0.69
402122.844;93413.93;994.5;0.55
402122.844;93413.93;993.5;1.3
402122.844;93413.93;992.5;1.97
402122.844;93413.93;991.5;1.63
402122.844;93413.93;990.5;0.55
402083.125;93416.18;998.5;0.4
402083.125;93416.18;997.5;1.55
402083.125;93416.18;996.5;1.4
402083.125;93416.18;995.5;0.58
402083.125;93416.18;994.5;0.53
402083.125;93416.18;993.5;0.52
402083.125;93416.18;992.5;0.35
402035;93419.891;998.5;0.5
402035;93419.891;997.5;0.4
402003.031;93421.688;998.5;0.33
401963.531;93424.758;998.5;0.48
401963.531;93424.758;997.5;0.79
401963.531;93424.758;996.5;0.58
401923.625;93427.594;992.5;0.23
401923.625;93427.594;991.5;0.28
401923.625;93427.594;990.5;0.22
401880.25;93430.781;992.5;0.25
401880.25;93430.781;991.5;0.59
401880.25;93430.781;990.5;1.26
401843.438;93433.109;998.5;0.31
401843.438;93433.109;997.5;0.48
401843.438;93433.109;996.5;0.65
401843.438;93433.109;995.5;0.42
401843.438;93433.109;994.5;0.42
401843.438;93433.109;993.5;0.89
401843.438;93433.109;992.5;1.64
401843.438;93433.109;991.5;0.72
401843.438;93433.109;990.5;0.48
401843.438;93433.109;989.5;0.32
401843.438;93433.109;988.5;0.29
401907.281;93474.141;991.5;0.27
401907.281;93474.141;990.5;0.34
401907.281;93474.141;989.5;0.34
401907.281;93474.141;988.5;0.25
401925.531;93473.672;987.5;0.3
401925.531;93473.672;986.5;0.16
401925.531;93473.672;985.5;0.32
402009.625;93470.539;997.5;0.23
402009.625;93470.539;996.5;0.33
402009.625;93470.539;995.5;0.65
402009.625;93470.539;994.5;0.97
402009.625;93470.539;993.5;0.99
402009.625;93470.539;992.5;0.94
402009.625;93470.539;991.5;0.59
402009.625;93470.539;990.5;0.5
402009.625;93470.539;989.5;0.32
402042.25;93465.68;998.5;0.66
402042.25;93465.68;997.5;0.4
402042.25;93465.68;996.5;0.21
402042.25;93465.68;995.5;0.61
402042.25;93465.68;994.5;0.71
402042.25;93465.68;993.5;1.08
402042.25;93465.68;992.5;1.23
402042.25;93465.68;991.5;0.23
401991.531;93494.922;996.5;0.39
401991.531;93494.922;995.5;0.53
401991.531;93494.922;994.5;0.58
401991.531;93494.922;993.5;0.96
401991.531;93494.922;992.5;0.65
401991.531;93494.922;991.5;0.55
401950.125;93497.961;998.5;0.47
401950.125;93497.961;997.5;0.22
401950.125;93497.961;996.5;0.14
401950.125;93497.961;995.5;0.37
401950.125;93497.961;994.5;0.54
401950.125;93497.961;993.5;0.53
401930.625;93547.07;996.5;0.22
401930.625;93547.07;995.5;0.39
401930.625;93547.07;994.5;0.61
401930.625;93547.07;993.5;0.25
401915.719;93500.828;992.5;0.36
401915.719;93500.828;991.5;0.69
401889.75;93550.352;997.5;0.26
401889.75;93550.352;996.5;0.12
401889.75;93550.352;995.5;0.64
401889.75;93550.352;994.5;0.34
401889.75;93550.352;993.5;0.07
401889.75;93550.352;992.5;0.29
401882.688;93598.852;992.5;0.29
401882.688;93598.852;991.5;0.36
401882.688;93598.852;990.5;0.26
401882.688;93598.852;989.5;0.35
401882.688;93598.852;988.5;0.17
401882.688;93598.852;987.5;0.5
401906.281;93643.063;999.5;0.25
401906.281;93643.063;998.5;0.5
401906.281;93643.063;997.5;1.25
401906.281;93643.063;996.5;0.32
401906.281;93643.063;995.5;0.13
401900.594;93692.219;998.5;0.28
401900.594;93692.219;997.5;0.4
401900.594;93692.219;996.5;4.59
401900.594;93692.219;995.5;1.08
401870.313;93646.594;999.5;0.42
401870.313;93646.594;998.5;0.98
401870.313;93646.594;997.5;0.39
401870.313;93646.594;996.5;0.5
401870.313;93646.594;995.5;0.98
401870.313;93646.594;994.5;0.27
401860.188;93695.742;999.5;0.59
401860.188;93695.742;998.5;0.33
401860.188;93695.742;997.5;0.46
401860.188;93695.742;996.5;1.06
401860.188;93695.742;995.5;9.61
401860.188;93695.742;994.5;1.37
401860.188;93695.742;993.5;1.01
401860.188;93695.742;992.5;3.83
401860.188;93695.742;991.5;5.06
401860.188;93695.742;990.5;1.55
401922.281;93595.43;994.5;0.25
402123.531;93484.977;997.5;0.45
402123.531;93484.977;996.5;0.85
402123.531;93484.977;995.5;0.59
402123.531;93484.977;994.5;1.19
402123.531;93484.977;993.5;0.59
402123.531;93484.977;992.5;0.41
402123.531;93484.977;991.5;0.4
402163.188;93459.539;999.5;0.4
402163.188;93459.539;998.5;0.39
402163.188;93459.539;997.5;0.4
402163.188;93459.539;996.5;0.41
402163.188;93459.539;995.5;0.46
402163.188;93459.539;994.5;0.45
402163.188;93459.539;993.5;0.71
402163.188;93459.539;992.5;0.42
402163.188;93459.539;991.5;0.57
402163.188;93459.539;990.5;0.53
402163.188;93459.539;989.5;0.72
402199.844;93456.578;999.5;0.24
402199.844;93456.578;998.5;0.71
402199.844;93456.578;997.5;1.01
402199.844;93456.578;996.5;0.52
402199.844;93456.578;995.5;0.13
402199.844;93456.578;994.5;0.27
402221.406;93453.297;997.5;0.47
402244;93455.039;996.5;0.28
402196;93577.352;998.5;0.37
402196;93577.352;997.5;1.24
402196;93577.352;996.5;0.95
402196;93577.352;995.5;0.78
402196;93577.352;994.5;0.85
402196;93577.352;993.5;0.74
402196;93577.352;992.5;0.48
402196;93577.352;991.5;0.4
