X;Y;Z;Au
402128.906;94642.117;991.5;0.2
402128.906;94642.117;990.5;0.25
402128.906;94642.117;989.5;0.46
402128.906;94642.117;988.5;0.07
402128.906;94642.117;987.5;0.28
402128.906;94642.117;986.5;0.26
402285.75;94627.398;998.5;0.1
402096.313;94551.508;999.5;0.32
402096.313;94551.508;998.5;0.38
402096.313;94551.508;997.5;0.29
402096.313;94551.508;996.5;0.16
402096.313;94551.508;995.5;0.35
402096.313;94551.508;994.5;0.59
402096.313;94551.508;993.5;0.62
402096.313;94551.508;992.5;0.45
402096.313;94551.508;991.5;0.28
402135.281;94547.711;996.5;0.23
402135.281;94547.711;995.5;0.33
402135.281;94547.711;994.5;0.33
402135.281;94547.711;993.5;0.49
402135.281;94547.711;992.5;0.78
402135.281;94547.711;991.5;0.48
402213.125;94540.594;999.5;0.21
402213.125;94540.594;998.5;0.11
402213.125;94540.594;997.5;0.51
402213.125;94540.594;996.5;0.3
402213.125;94540.594;995.5;0.39
402213.125;94540.594;994.5;0.37
402213.125;94540.594;993.5;0.05
402213.125;94540.594;992.5;0.26
402213.125;94540.594;991.5;0.6
402249.75;94537.273;993.5;0.18
402249.75;94537.273;992.5;0.36
402198.094;94421.969;997.5;0.41
402161.594;94429.656;999.5;0.96
402161.594;94429.656;998.5;1
402161.594;94429.656;997.5;0.58
402161.594;94429.656;996.5;0.35
402161.594;94429.656;995.5;0.32
402234.719;94414.383;999.5;0.6
402145.188;94243.523;996.5;0.59
402145.188;94243.523;995.5;1.04
402145.188;94243.523;994.5;0.24
402145.188;94243.523;993.5;0.29
402145.188;94243.523;992.5;0.64
402181.906;94239.953;997.5;0.29
402181.906;94239.953;996.5;0.34
402181.906;94239.953;995.5;0.2
402181.906;94239.953;994.5;0.18
402181.906;94239.953;993.5;0.37
401995.531;94152.492;993.5;0.39
401995.531;94152.492;992.5;0.48
402035.125;94148.297;997.5;0.37
402035.125;94148.297;996.5;0.4
402035.125;94148.297;995.5;0.58
402035.125;94148.297;994.5;0.61
402035.125;94148.297;993.5;0.77
402039.406;94046.938;999.5;0.53
402039.406;94046.938;998.5;0.31
402077.594;94040.828;999.5;1.56
402077.594;94040.828;998.5;0.71
402077.594;94040.828;997.5;0.19
402077.594;94040.828;996.5;0.28
402077.594;94040.828;995.5;0.41
402200.281;93999.508;999.5;0.81
402200.281;93999.508;998.5;0.25
402234.313;93998.047;999.5;0.48
401969.813;93882.578;994.5;0.47
401969.813;93882.578;993.5;0.7
401969.813;93882.578;992.5;0.63
401969.813;93882.578;991.5;0.53
401969.813;93882.578;990.5;0.34
401969.813;93882.578;989.5;0.65
402007.531;93878.391;999.5;0.41
402007.531;93878.391;998.5;0.24
402007.531;93878.391;997.5;0.18
402007.531;93878.391;996.5;0.22
402007.531;93878.391;995.5;0.42
402007.531;93878.391;994.5;0.67
402007.531;93878.391;993.5;0.58
402007.531;93878.391;992.5;0.7
402007.531;93878.391;991.5;0.58
402007.531;93878.391;990.5;0.45
402044;93874.227;999.5;0.42
402044;93874.227;998.5;0.68
402044;93874.227;997.5;1.23
402044;93874.227;996.5;1.11
402044;93874.227;995.5;0.76
402044;93874.227;994.5;0.5
402161.906;93860.633;999.5;0.53
402161.906;93860.633;998.5;0.73
402161.906;93860.633;997.5;1.47
402161.906;93860.633;996.5;1.34
402161.906;93860.633;995.5;0.85
402161.906;93860.633;994.5;0.62
402161.906;93860.633;993.5;0.86
402200.094;93858.023;999.5;0.18
402200.094;93858.023;998.5;0.48
402200.094;93858.023;997.5;0.17
402200.094;93858.023;996.5;0.57
402200.094;93858.023;995.5;2.51
402200.094;93858.023;994.5;0.99
402200.094;93858.023;993.5;0.76
402200.094;93858.023;992.5;0.94
402200.094;93858.023;991.5;0.8
402200.094;93858.023;990.5;0.98
402239.813;93852.789;999.5;0.37
402239.813;93852.789;998.5;0.51
402239.813;93852.789;997.5;0.46
402239.813;93852.789;996.5;0.79
402239.813;93852.789;995.5;1.89
402239.813;93852.789;994.5;2.41
402239.813;93852.789;993.5;0.77
402239.813;93852.789;992.5;0.62
402278.094;93848.094;999.5;0.7
402278.094;93848.094;998.5;0.4
402278.094;93848.094;997.5;3.23
402278.094;93848.094;996.5;0.89
402278.094;93848.094;995.5;0.55
402278.094;93848.094;994.5;0.56
402278.094;93848.094;993.5;1.26
402278.094;93848.094;992.5;1.26
402278.094;93848.094;991.5;0.82
402278.094;93848.094;990.5;0.83
402278.094;93848.094;989.5;0.9
401887.906;93779.727;999.5;0.32
401925.406;93774.75;999.5;0.26
401925.406;93774.75;998.5;0.59
401962.094;93771.547;999.5;0.5
401962.094;93771.547;998.5;0.25
401962.094;93771.547;997.5;0.43
401962.094;93771.547;996.5;0.37
401962.094;93771.547;995.5;0.36
401962.094;93771.547;994.5;0.23
401962.094;93771.547;993.5;0.28
401996.469;93765.844;999.5;0.53
401996.469;93765.844;998.5;0.6
401996.469;93765.844;997.5;1.02
401996.469;93765.844;996.5;0.51
401996.469;93765.844;995.5;0.19
401996.469;93765.844;994.5;0.33
402228.813;93736.727;999.5;1.29
402228.813;93736.727;998.5;1.11
402228.813;93736.727;997.5;0.68
402228.813;93736.727;996.5;0.38
402228.813;93736.727;995.5;0.62
402228.813;93736.727;994.5;0.55
402228.813;93736.727;993.5;0.23
402228.813;93736.727;992.5;0.26
402228.813;93736.727;991.5;0.31
402268.594;93732.563;999.5;0.29
402268.594;93732.563;998.5;0.22
402268.594;93732.563;997.5;1.21
402268.594;93732.563;996.5;0.72
402268.594;93732.563;995.5;0.5
402268.594;93732.563;994.5;0.26
401841.688;93680.898;999.5;1.41
401841.688;93680.898;998.5;0.82
401841.688;93680.898;997.5;1.83
401861.281;93677.641;999.5;0.41
401861.281;93677.641;998.5;0.46
401861.281;93677.641;997.5;0.8
401861.281;93677.641;996.5;1.37
401861.281;93677.641;995.5;0.29
401861.281;93677.641;994.5;0.39
401881.594;93675.039;999.5;0.35
401881.594;93675.039;998.5;0.44
401881.594;93675.039;997.5;2.63
401881.594;93675.039;996.5;3.96
401881.594;93675.039;995.5;0.44
401920;93669.82;999.5;1.14
401920;93669.82;998.5;4.42
401920;93669.82;997.5;4.6
401920;93669.82;996.5;1.49
401920;93669.82;995.5;0.42
401961.125;93663.961;999.5;0.32
401961.125;93663.961;998.5;0.49
401961.125;93663.961;997.5;0.25
401961.125;93663.961;996.5;0.33
401961.125;93663.961;995.5;0.55
401961.125;93663.961;994.5;0.76
401961.125;93663.961;993.5;0.64
401998.313;93658.75;999.5;0.34
401998.313;93658.75;998.5;0.24
401998.313;93658.75;997.5;0.21
401998.313;93658.75;996.5;0.32
401998.313;93658.75;995.5;0.45
401998.313;93658.75;994.5;0.5
401998.313;93658.75;993.5;0.49
401998.313;93658.75;992.5;0.33
402032.313;93654.844;999.5;0.36
402032.313;93654.844;998.5;0.55
402032.313;93654.844;997.5;1.09
402032.313;93654.844;996.5;1.33
402032.313;93654.844;995.5;0.31
402032.313;93654.844;994.5;0.19
402032.313;93654.844;993.5;0.34
402239.188;93626.828;999.5;1.04
402239.188;93626.828;998.5;0.49
402239.188;93626.828;997.5;0.86
402239.188;93626.828;996.5;0.37
402239.188;93626.828;995.5;0.36
402277.688;93621.633;999.5;0.39
402277.688;93621.633;998.5;0.72
402277.688;93621.633;997.5;0.44
401860.281;93588.227;999.5;0.62
401860.281;93588.227;998.5;0.58
401860.281;93588.227;997.5;0.8
401860.281;93588.227;996.5;0.35
401860.281;93588.227;995.5;0.32
401900.969;93583.539;995.5;0.32
401941.625;93579.094;997.5;0.24
401941.625;93579.094;996.5;0.35
401941.625;93579.094;995.5;0.35
401980;93575.578;999.5;0.31
401980;93575.578;998.5;0.27
401980;93575.578;997.5;0.69
401980;93575.578;996.5;0.65
401980;93575.578;995.5;0.57
402018.719;93570.891;999.5;0.44
402018.719;93570.891;998.5;0.24
402018.719;93570.891;997.5;0.29
402018.719;93570.891;996.5;0.42
402018.719;93570.891;995.5;0.65
402057.438;93565.797;999.5;0.49
402057.438;93565.797;998.5;0.32
402057.438;93565.797;997.5;0.28
402057.438;93565.797;996.5;0.27
402057.438;93565.797;995.5;0.5
402210.75;93550.188;999.5;0.51
402210.75;93550.188;998.5;0.57
402210.75;93550.188;997.5;0.31
402210.75;93550.188;996.5;0.45
402249.531;93545.883;999.5;0.46
402249.531;93545.883;998.5;0.43
402249.531;93545.883;997.5;0.96
402249.531;93545.883;996.5;0.33
402289.75;93542.367;998.5;0.26
402289.75;93542.367;997.5;0.31
402289.75;93542.367;996.5;0.31
402104;93462.758;996.5;0.52
402183.406;93456.008;998.5;0.36
402183.406;93456.008;997.5;0.22
402240.406;93343.703;997.5;0.23
402240.406;93343.703;996.5;0.22
402240.406;93343.703;995.5;0.28
402240.406;93343.703;994.5;0.3
402240.406;93343.703;993.5;0.32
402240.406;93343.703;992.5;0.44
402280.313;93338.227;999.5;0.44
402280.313;93338.227;998.5;0.82
402280.313;93338.227;997.5;0.47
402320.594;93332.758;999.5;0.5
402320.594;93332.758;998.5;0.66
402320.594;93332.758;997.5;0.25
402163.594;94861.133;996.5;0.41
402163.594;94861.133;995.5;0.63
402163.594;94861.133;994.5;2.42
402163.594;94861.133;993.5;1.46
402163.594;94861.133;992.5;1.24
402163.594;94861.133;991.5;0.89
402163.594;94861.133;990.5;1.42
402163.594;94861.133;989.5;0.47
402163.594;94861.133;988.5;0.25
402163.594;94861.133;987.5;0.48
402163.594;94861.133;986.5;0.29
402163.594;94861.133;985.5;0.58
402303.625;95938.781;999.5;0.3
402303.625;95938.781;998.5;0.76
402303.625;95938.781;997.5;0.89
402303.625;95938.781;996.5;0.37
402303.625;95938.781;995.5;0.21
402303.625;95938.781;994.5;0.13
402303.625;95938.781;993.5;0.03
402262.25;95942.422;999.5;0.56
402262.25;95942.422;998.5;0.53
402262.25;95942.422;997.5;0.32
402262.25;95942.422;996.5;0.67
402262.25;95942.422;995.5;2.29
402220.313;95945.602;999.5;0.49
402220.313;95945.602;998.5;0.48
402220.313;95945.602;997.5;0.71
402220.313;95945.602;996.5;2.15
402179.375;95949.242;998.5;0.41
402136.094;95951.969;999.5;0.26
402136.094;95951.969;998.5;0.25
402136.094;95951.969;997.5;0.38
402152.594;96022.578;999.5;0.54
402152.594;96022.578;998.5;0.71
402152.594;96022.578;997.5;0.3
402152.594;96022.578;996.5;0.26
402152.594;96022.578;995.5;0.09
402191.75;96018.477;999.5;0.16
402191.75;96018.477;998.5;0.62
402191.75;96018.477;997.5;1.14
402191.75;96018.477;996.5;0.3
402232.25;96015.297;999.5;0.74
402232.25;96015.297;998.5;1.09
402232.25;96015.297;997.5;2.21
402232.25;96015.297;996.5;4.85
402232.25;96015.297;995.5;2.14
402232.25;96015.297;994.5;1.13
402232.25;96015.297;993.5;0.47
402232.25;96015.297;992.5;0.26
402232.25;96015.297;991.5;0.15
402311.906;96009.398;999.5;0.91
402311.906;96009.398;998.5;1.5
402311.906;96009.398;997.5;1.07
402311.906;96009.398;996.5;0.54
402311.906;96009.398;995.5;0.29
402311.906;96009.398;994.5;0.33
402311.906;96009.398;993.5;0.06
402311.906;96009.398;992.5;0.06
402311.906;96009.398;991.5;0.21
402311.906;96009.398;990.5;3.18
402311.906;96009.398;989.5;1.01
402194.469;96140.922;999.5;0.69
402194.469;96140.922;998.5;0.72
402194.469;96140.922;997.5;0.82
402194.469;96140.922;996.5;0.77
402233.156;96142.281;999.5;1.29
402233.156;96142.281;998.5;0.02
402233.156;96142.281;997.5;2.15
402233.156;96142.281;996.5;1.32
402233.156;96142.281;995.5;0.22
402352.875;96145.461;998.5;0.51
402352.875;96145.461;997.5;0.34
402390.625;96146.82;999.5;0.48
402390.625;96146.82;998.5;0.53
402390.625;96146.82;997.5;0.49
402208.156;96234.75;999.5;0.36
402208.156;96234.75;998.5;0.19
402247.281;96232.023;999.5;0.47
402247.281;96232.023;998.5;0.58
402247.281;96232.023;997.5;0.61
402247.281;96232.023;996.5;1.01
402247.281;96232.023;995.5;2.76
402247.281;96232.023;994.5;0.31
402399.313;96223.844;999.5;0.35
402399.313;96223.844;998.5;0.56
402399.313;96223.844;997.5;0.44
402399.313;96223.844;996.5;0.46
402417.969;96222.93;999.5;0.45
402417.969;96222.93;998.5;0.47
402417.969;96222.93;997.5;1.18
402417.969;96222.93;996.5;0.29
402455.75;96219.297;999.5;1.59
402255.969;96365.977;998.5;0.54
402255.969;96365.977;997.5;2.54
402255.969;96365.977;996.5;0.79
402296.969;96365.977;999.5;0.3
402296.969;96365.977;998.5;2.66
402296.969;96365.977;997.5;0.37
402377.75;96365.391;999.5;0.39
402377.75;96365.391;998.5;0.59
402377.75;96365.391;997.5;1.94
402377.75;96365.391;996.5;0.83
402377.75;96365.391;995.5;0.21
402416.406;96365.391;999.5;0.22
402416.406;96365.391;998.5;0.24
402416.406;96365.391;997.5;1.16
402280.469;96445.828;998.5;0.44
402280.469;96445.828;997.5;0.6
402322.813;96443.68;999.5;1.69
402322.813;96443.68;998.5;4.41
402322.813;96443.68;997.5;2.74
402322.813;96443.68;996.5;1.04
402322.813;96443.68;995.5;2.1
402322.813;96443.68;994.5;0.72
402362.25;96442.969;999.5;0.27
402362.25;96442.969;998.5;1.7
402362.25;96442.969;997.5;1.18
402362.25;96442.969;996.5;0.67
402362.25;96442.969;995.5;0.37
402402.406;96442.25;999.5;0.27
402402.406;96442.25;998.5;0.42
402402.406;96442.25;997.5;1
402402.406;96442.25;996.5;0.91
402402.406;96442.25;995.5;0.22
402284.469;96551.539;998.5;1.37
402284.469;96551.539;997.5;0.28
402284.469;96551.539;996.5;0.03
402284.469;96551.539;995.5;0.06
402325.531;96550.844;999.5;0.31
402325.531;96550.844;998.5;1.73
402325.531;96550.844;997.5;2.96
402325.531;96550.844;996.5;0.4
402325.531;96550.844;995.5;0.29
402325.531;96550.844;994.5;0.16
402365.531;96549.797;997.5;0.57
402365.531;96549.797;996.5;0.08
401925.594;93523.219;997.5;0.3
401925.594;93523.219;996.5;0.24
401925.594;93523.219;995.5;0.14
401925.594;93523.219;994.5;0.39
401965.531;93520.477;995.5;0.46
401965.531;93520.477;994.5;0.55
402005.031;93517.359;996.5;0.32
402083.688;93512.281;997.5;0.53
402083.688;93512.281;996.5;0.77
402201.375;93504.859;998.5;0.33
402201.375;93504.859;997.5;0.32
402201.375;93504.859;996.5;0.36
402201.375;93504.859;995.5;0.44
402201.375;93504.859;994.5;0.26
402242.844;93502.117;997.5;0.4
402242.844;93502.117;996.5;0.26
402283.156;93499.773;999.5;0.29
402283.156;93499.773;998.5;0.25
402320.313;93497.813;997.5;0.62
402251.563;93596.219;999.5;0.21
402251.563;93596.219;998.5;0.85
402251.563;93596.219;997.5;0.89
402251.563;93596.219;996.5;0.58
402251.563;93596.219;995.5;0.32
402211.75;93598.82;999.5;0.32
402192.25;93600.133;999.5;0.43
402192.25;93600.133;998.5;0.38
402031.625;93609.898;999.5;1.46
402031.625;93609.898;998.5;1.68
402031.625;93609.898;997.5;1.73
402031.625;93609.898;996.5;3.49
402031.625;93609.898;995.5;1.08
402031.625;93609.898;994.5;0.25
402031.625;93609.898;993.5;0.29
402008.813;93607.906;999.5;0.5
402008.813;93607.906;998.5;1
402008.813;93607.906;997.5;2.22
402008.813;93607.906;996.5;1.52
402008.813;93607.906;995.5;0.93
402008.813;93607.906;994.5;0.13
402008.813;93607.906;993.5;0.48
401991.156;93612.508;999.5;0.43
401991.156;93612.508;998.5;1.41
401991.156;93612.508;997.5;1.08
401971.625;93613.797;999.5;0.38
401971.625;93613.797;998.5;0.45
401971.625;93613.797;997.5;0.59
401932.438;93616.406;994.5;0.38
401932.438;93616.406;993.5;0.26
401932.438;93616.406;992.5;0.72
401932.438;93616.406;991.5;1.16
401892.625;93619.656;994.5;0.31
401892.625;93619.656;993.5;0.7
401892.625;93619.656;992.5;0.26
402305.188;93691.797;999.5;0.49
402264.406;93694.938;999.5;0.68
402264.406;93694.938;998.5;0.89
402264.406;93694.938;997.5;0.49
402225.125;93697.023;999.5;0.68
402026.844;93709.57;999.5;0.58
402026.844;93709.57;998.5;0.72
401986.406;93711.344;999.5;0.29
401986.406;93711.344;998.5;0.28
401986.406;93711.344;997.5;0.21
401986.406;93711.344;996.5;0.21
401945.688;93713.477;995.5;0.32
401945.688;93713.477;994.5;0.36
401945.688;93713.477;993.5;0.38
401945.688;93713.477;992.5;0.67
401866.469;93718.109;999.5;0.28
401866.469;93718.109;998.5;0.44
401866.469;93718.109;997.5;0.36
401866.469;93718.109;996.5;0.87
401866.469;93718.109;995.5;1.64
402315;93799.992;999.5;0.2
402315;93799.992;998.5;0.75
402315;93799.992;997.5;0.89
402315;93799.992;996.5;0.37
402315;93799.992;995.5;0.62
402315;93799.992;994.5;0.64
402234.406;93804.703;995.5;0.23
402234.406;93804.703;994.5;0.23
402234.406;93804.703;993.5;0.71
402234.406;93804.703;992.5;1.27
402194.594;93807.82;999.5;0.24
402194.594;93807.82;998.5;0.42
402194.594;93807.82;997.5;0.4
402194.594;93807.82;996.5;0.42
402154.813;93809.922;999.5;0.87
402154.813;93809.922;998.5;0.73
402154.813;93809.922;997.5;0.26
402036.594;93817.758;999.5;1.07
402036.594;93817.758;998.5;1.02
402036.594;93817.758;997.5;0.7
402036.594;93817.758;996.5;0.67
401995.813;93819.852;999.5;0.37
401995.813;93819.852;998.5;0.6
401995.813;93819.852;997.5;1.34
401995.813;93819.852;996.5;0.96
401955.531;93821.938;999.5;0.82
401955.531;93821.938;998.5;1
402324.094;93936.398;999.5;0.44
402324.094;93936.398;998.5;0.36
402203.188;93943.711;999.5;0.45
402203.188;93943.711;998.5;0.45
402162.875;93945.797;999.5;0.28
402162.875;93945.797;998.5;0.33
402162.875;93945.797;997.5;0.34
402162.875;93945.797;996.5;0.62
402123.188;93948.953;999.5;0.58
402123.188;93948.953;998.5;1.25
402123.188;93948.953;997.5;0.58
402123.188;93948.953;996.5;0.99
402083.406;93951.031;999.5;0.54
402083.406;93951.031;998.5;0.72
402044.094;93953.648;999.5;0.32
402044.094;93953.648;998.5;0.17
402044.094;93953.648;997.5;0.12
402002.813;93955.727;999.5;0.29
402002.813;93955.727;998.5;0.37
402002.813;93955.727;997.5;0.26
402002.813;93955.727;996.5;0.31
401964;93958.344;999.5;0.32
401964;93958.344;998.5;0.56
401964;93958.344;997.5;0.42
402211.281;94090.188;999.5;0.44
402211.281;94090.188;998.5;0.43
402053;94099.477;999.5;0.39
402053;94099.477;998.5;0.55
402009.188;94101.797;998.5;0.34
401972.313;94104.133;995.5;0.35
401972.313;94104.133;994.5;0.95
401972.313;94104.133;993.5;1.19
401972.313;94104.133;992.5;0.92
401972.313;94104.133;991.5;0.3
402216.813;94187.477;998.5;0.68
402216.813;94187.477;997.5;0.74
402216.813;94187.477;996.5;0.41
402216.813;94187.477;995.5;0.34
402216.813;94187.477;994.5;0.88
402216.813;94187.477;993.5;1.57
402216.813;94187.477;992.5;1.07
402216.813;94187.477;991.5;1.59
402216.813;94187.477;990.5;0.4
402216.813;94187.477;989.5;0.42
402179.594;94188.883;999.4;0.24
402138.094;94192.133;999.5;0.37
402138.094;94192.133;998.5;0.3
402098.094;94194.922;998.5;0.34
402014.719;94200.031;995.5;0.28
402014.719;94200.031;994.5;0.38
402014.719;94200.031;993.5;0.44
402014.719;94200.031;992.5;0.54
402014.719;94200.031;991.5;0.45
401983.188;94201.422;993.5;0.23
401983.188;94201.422;992.5;0.33
401983.188;94201.422;991.5;0.27
401983.188;94201.422;990.5;0.26
401938.094;94204.68;991.5;0.15
401938.094;94204.68;990.5;0.35
402226.406;94284.133;996.5;0.46
402230.406;94375.922;998.5;0.31
402230.406;94375.922;997.5;0.32
402230.406;94375.922;996.5;1.51
402230.406;94375.922;995.5;1.27
402230.406;94375.922;994.5;0.67
402230.406;94375.922;993.5;0.92
402191;94378.297;997.5;0.22
402191;94378.297;996.5;0.52
402191;94378.297;995.65;0.59
402236.906;94476.977;996.5;0.52
402196.969;94478.883;995.5;0.86
402158.031;94482.203;995.5;0.33
402158.031;94482.203;994.5;0.34
402158.031;94482.203;993.5;0.29
402158.031;94482.203;992.5;0.26
402158.031;94482.203;991.5;0.62
402158.031;94482.203;990.3;1.08
402244.406;94588.469;999.5;1.04
402244.406;94588.469;998.5;0.35
402244.406;94588.469;997.5;0.34
402244.406;94588.469;996.5;0.17
402244.406;94588.469;995.5;0.34
402244.406;94588.469;994.5;0.09
402244.406;94588.469;993.5;1.64
402244.406;94588.469;992.5;0.25
402122.25;94596.547;999.5;0.3
402122.25;94596.547;998.35;0.44
402085.844;94599.391;998.5;0.26
402085.844;94599.391;997.5;0.39
402085.844;94599.391;996.55;0.41
402045.438;94601.297;995.5;0.54
402045.438;94601.297;994.5;0.74
402045.438;94601.297;993.5;0.84
402006.438;94603.656;991.5;0.47
402006.438;94603.656;990.5;0.39
402289.594;94680.648;999.5;0.49
402289.594;94680.648;998.8;0.24
402169.375;94689.656;998.5;0.37
402169.375;94689.656;997.5;1.32
402169.375;94689.656;996.5;0.78
402169.375;94689.656;995.5;0.59
402169.375;94689.656;994.5;0.56
402169.375;94689.656;993.5;0.51
402169.375;94689.656;992.5;0.34
402089.375;94694.977;997.5;0.15
402089.375;94694.977;996.5;0.54
402299.531;94804.773;997.5;0.36
402299.531;94804.773;996.5;0.33
402219;94808.867;999.5;0.27
402219;94808.867;998.5;0.08
402219;94808.867;997.5;0.03
402219;94808.867;996.5;0.01
402177.531;94811.594;996.55;0.32
402136.469;94814.32;995.5;0.37
402136.469;94814.32;994.5;0.84
402136.469;94814.32;993.5;0.89
402136.469;94814.32;992.5;1.37
402316.969;95972.133;999.5;0.36
402316.969;95972.133;998.5;0.89
402316.969;95972.133;997.5;0.87
402316.969;95972.133;996.5;1.76
402316.969;95972.133;995.5;0.24
402316.969;95972.133;994.5;0.38
402316.969;95972.133;993.5;0.07
402316.969;95972.133;992.5;0.19
402236.813;95976.219;999.55;0.78
402197.688;95978.031;999.5;0.34
402197.688;95978.031;998.9;0.39
402157.188;95980.313;998.75;0.28
402364;96070.023;998.5;0.37
402324.406;96073.203;999.5;0.21
402324.406;96073.203;998.5;0.23
402324.406;96073.203;997.5;0.16
402324.406;96073.203;996.5;0.09
402244.281;96077.742;999.5;1.77
402244.281;96077.742;998.5;3.13
402244.281;96077.742;997.5;2.13
402244.281;96077.742;996.5;1.56
402244.281;96077.742;995.85;1.83
402203.813;96080.023;999.5;0.45
402203.813;96080.023;998.5;2.81
402203.813;96080.023;997.5;0.45
402203.813;96080.023;996.5;0.27
402164.594;96083.188;999.5;0.28
402164.594;96083.188;998.5;0.46
402164.594;96083.188;997.5;0.39
402164.594;96083.188;996.5;0.21
402408.813;96173.844;998.5;0.25
402408.813;96173.844;997.5;0.45
402374.688;96177.477;998.5;1.23
402258.625;96186.109;999.5;0.93
402258.625;96186.109;998.5;1.44
402258.625;96186.109;997.5;0.8
402258.625;96186.109;996.5;0.24
402258.625;96186.109;995.5;0.23
402258.625;96186.109;994.5;0.19
402258.625;96186.109;993.5;0.46
402222.594;96191.57;999.5;0.61
402222.594;96191.57;998.5;0.86
402222.594;96191.57;997.5;0.29
402222.594;96191.57;996.5;0.18
402222.594;96191.57;995.5;0.12
402222.594;96191.57;994.5;0.81
402222.594;96191.57;993.5;0.4
402222.594;96191.57;992.5;0.28
402376.594;96317.438;999.5;0.36
402376.594;96317.438;998.5;0.73
402376.594;96317.438;997.5;0.99
402260.094;96327.969;999.5;0.27
402260.094;96327.969;998.5;1.13
402260.094;96327.969;997.5;0.56
402439;96404.297;998.5;0.32
402439;96404.297;997.5;0.16
402402.406;96405.023;998.5;0.42
402402.406;96405.023;997.5;1.07
402362.969;96403.594;998.5;0.87
402403.125;96490.953;998.5;0.48
402403.125;96490.953;997.5;0.14
402331.469;96492.383;999.5;0.28
402331.469;96492.383;998.5;3.51
401988.313;95641.844;999.5;0.33
402027;95637.75;999.5;0.32
402027;95637.75;998.5;1.25
402027;95637.75;997.5;0.33
402027;95637.75;996.5;0.31
402027;95637.75;995.5;0.14
402027;95637.75;994.5;0.79
402027;95637.75;993.5;0.48
402098.313;95752.453;994.5;0.13
402098.313;95752.453;993.5;0.4
402139.594;95750.633;995.5;1.44
402139.594;95750.633;994.5;0.55
402139.594;95750.633;993.5;0.55
402139.594;95750.633;992.5;0.34
402139.594;95750.633;991.5;0.23
402180.563;95748.813;996.5;0.28
402180.563;95748.813;995.5;1.46
402180.563;95748.813;994.5;0.78
402180.563;95748.813;993.5;0.68
402180.563;95748.813;992.5;0.32
402083.594;95861.172;997.5;0.27
402083.594;95861.172;996.5;0.27
402083.594;95861.172;995.5;1.87
402083.594;95861.172;994.5;3.78
402083.594;95861.172;993.5;0.43
402083.594;95861.172;992.5;0.4
402083.594;95861.172;991.5;0.78
402083.594;95861.172;990.5;0.5
402083.594;95861.172;989.5;1.64
402083.594;95861.172;988.5;0.33
402083.594;95861.172;987.5;0.25
402123.281;95859.813;998.5;0.28
402123.281;95859.813;997.5;0.21
402123.281;95859.813;996.5;0.23
402123.281;95859.813;995.5;0.12
402123.281;95859.813;994.5;0.12
402123.281;95859.813;993.5;0.66
402123.281;95859.813;992.5;0.13
402199.688;95857.992;996.5;0.28
402199.688;95857.992;995.5;0.39
402199.688;95857.992;994.5;0.35
402199.688;95857.992;993.5;0.81
402199.688;95857.992;992.5;0.7
402199.688;95857.992;991.5;1.11
402199.688;95857.992;990.5;0.9
402199.688;95857.992;989.5;1.05
402199.688;95857.992;988.5;0.86
402199.688;95857.992;987.5;0.66
402199.688;95857.992;986.5;0.53
402237.906;95856.633;995.5;0.24
402237.906;95856.633;994.5;0.43
402237.906;95856.633;993.75;0.39
402318.688;93843.906;999.5;0.26
402318.688;93843.906;998.5;0.76
402318.688;93843.906;997.5;1.47
402318.688;93843.906;996.5;0.59
402318.688;93843.906;995.5;1.05
402318.688;93843.906;994.5;1.17
402318.688;93843.906;993.5;1.07
402338;93841.531;999.5;0.26
402338;93841.531;998.5;0.43
402338;93841.531;997.5;1.49
402338;93841.531;996.5;0.61
402338;93841.531;995.5;0.79
402338;93841.531;994.5;1.06
402338;93841.531;993.7;1.08
402288.125;93729.328;997.5;1.24
402288.125;93729.328;996.5;0.34
402288.125;93729.328;995.5;0.33
402298.125;93618.43;998.5;0.49
402298.125;93618.43;997.5;1.01
402298.125;93618.43;996.5;1.02
402298.125;93618.43;995.5;0.41
402298.125;93618.43;994.5;0.29
402298.125;93618.43;993.5;0.27
402224.125;96871.938;998.5;0.3
402224.125;96871.938;997.5;1.94
402224.125;96871.938;996.5;2.05
402224.125;96871.938;995.5;0.67
402224.125;96871.938;994.5;0.44
402224.125;96871.938;993.5;0.39
402224.125;96871.938;992.5;0.97
402245.906;96871.578;999.5;0.09
402245.906;96871.578;998.5;0.28
402245.906;96871.578;997.5;1.37
402267;96870.477;999.5;0.22
402267;96870.477;998.5;0.46
402286.625;96870.133;998.5;1.78
402286.625;96870.133;997.5;0.33
402286.625;96870.133;996.5;0.65
402286.625;96870.133;995.5;0.35
402286.625;96870.133;994.5;0.39
402307.375;96870.133;999.5;0.22
402307.375;96870.133;998.5;0.5
402307.375;96870.133;997.5;1.12
402307.375;96870.133;996.5;0.57
402307.375;96870.133;995.5;0.53
402307.375;96870.133;994.5;0.57
402307.375;96870.133;993.5;0.42
402307.375;96870.133;992.5;0.85
402307.375;96870.133;991.5;0.72
402307.375;96870.133;990.5;0.51
402307.375;96870.133;989.5;0.43
402307.375;96870.133;988.5;0.3
402307.375;96870.133;987.5;0.46
402307.375;96870.133;986.5;0.45
402307.375;96870.133;985.5;0.45
402228.094;96970.633;998.5;0.29
402228.094;96970.633;997.5;1.18
402228.094;96970.633;996.5;2.84
402228.094;96970.633;995.5;0.94
